"","district","school_number","school","totmem","type","total_from_race","total_white","total_black","total_hispanic","total_asian","free_reduced","per_fr"
"2199","LEE",671,"GULF MIDDLE SCHOOL",781,"mid",801,490,43,224,24,439,56.2099871959027
"2200","LEE",672,"GULF ELEMENTARY SCHOOL",1000,"elem",1001,647,35,268,18,515,51.5
"2201","LEE",681,"SPRING CREEK ELEMENTARY SCHOOL",711,"elem",751,111,11,616,6,642,90.295358649789
"2202","LEE",682,"SW FL ADDICTION SERVICES-THE V",20,"high",0,0,0,0,0,13,65
"2203","LEE",691,"LEHIGH ACRES MIDDLE SCHOOL",1054,"mid",1079,231,292,505,11,937,88.899430740038
"2204","LEE",701,"BUCKINGHAM EXCEPTIONAL STUDENT",93,"high",22,8,7,6,1,66,70.9677419354839
"2205","LEE",711,"SUNSHINE ELEMENTARY SCHOOL",1155,"elem",1209,238,271,643,8,1009,87.3593073593074
"2206","LEE",712,"HECTOR A. CAFFERATA JR ELEMENT",736,"elem",687,253,58,339,10,581,78.9402173913043
"2207","LEE",721,"MARINER HIGH SCHOOL",1529,"high",1544,918,79,497,12,928,60.6932635709614
"2208","LEE",722,"MARINER MIDDLE SCHOOL",908,"mid",866,485,69,274,7,706,77.7533039647577
"2209","LEE",731,"ESTERO HIGH SCHOOL",1709,"high",1745,958,42,693,30,892,52.1942656524283
"2210","LEE",734,"RAYMA C. PAGE ELEMENTARY SCHOO",817,"elem",845,440,48,311,25,448,54.8347613219094
"2211","LEE",741,"THREE OAKS ELEMENTARY SCHOOL",825,"elem",884,594,34,214,23,303,36.7272727272727
"2212","LEE",745,"EAST LEE COUNTY HIGH SCHOOL",1750,"high",1837,329,474,970,19,1488,85.0285714285714
"2213","LEE",751,"SKYLINE ELEMENTARY SCHOOL",869,"elem",857,488,56,274,14,632,72.7272727272727
"2214","LEE",752,"ALTERNATIVE LEARNING CENTER WE",52,"high",79,52,5,20,0,32,61.5384615384615
"2215","LEE",761,"TRAFALGAR MIDDLE SCHOOL",855,"mid",882,563,41,241,15,454,53.0994152046784
"2216","LEE",762,"TRAFALGAR ELEMENTARY SCHOOL",829,"elem",808,517,34,222,13,387,46.6827503015682
"2217","LEE",763,"MANATEE ELEMENTARY SCHOOL",846,"elem",863,139,178,522,4,801,94.6808510638298
"2218","LEE",771,"DIPLOMAT ELEMENTARY SCHOOL",915,"elem",925,502,51,319,19,561,61.3114754098361
"2219","LEE",772,"DIPLOMAT MIDDLE SCHOOL",848,"mid",845,511,56,243,7,564,66.5094339622642
"2220","LEE",781,"COLONIAL ELEMENTARY SCHOOL",757,"elem",743,68,430,219,6,716,94.5838837516513
"2221","LEE",791,"DR CARRIE D ROBINSON LITTLETON",535,"elem",533,313,37,143,9,452,84.4859813084112
"2222","LEE",801,"HANCOCK CREEK ELEMENTARY SCHL",795,"elem",802,486,57,207,8,574,72.2012578616352
"2223","LEE",811,"GATEWAY ELEMENTARY SCHOOL",706,"elem",726,297,114,271,11,409,57.9320113314448
"2224","LEE",821,"THREE OAKS MIDDLE SCHOOL",953,"mid",979,596,34,316,20,500,52.4658971668416
"2225","LEE",831,"DUNBAR HIGH SCHOOL",1157,"high",1340,232,579,485,25,932,80.5531547104581
"2226","LEE",851,"VETERANS PARK ACADEMY FOR THE",1477,"elem",1541,389,363,736,21,1129,76.4387271496276
"2227","LEE",861,"IDA S. BAKER HIGH SCHOOL",1715,"high",1800,1141,79,519,20,899,52.4198250728863
"2228","LEE",4100,"THE ISLAND SCHOOL",35,"elem",21,16,0,3,1,0,0
"2229","LEE",4102,"BONITA SPRINGS CHARTER SCHOOL",1300,"elem",1302,733,32,463,39,603,46.3846153846154
"2230","LEE",4103,"GATEWAY CHARTER ELEMENTARY SCH",1196,"elem",1132,383,285,417,27,795,66.4715719063545
"2231","LEE",4111,"CAPE CORAL CHARTER SCHOOL",675,"elem",592,189,61,306,20,488,72.2962962962963
"2232","LEE",4121,"GATEWAY CHARTER HIGH SCHOOL",721,"high",707,280,132,261,19,385,53.3980582524272
"2233","LEE",4141,"SIX MILE CHARTER ACADEMY",1261,"elem",1235,584,196,368,46,407,32.2759714512292
"2234","LEE",4143,"OASIS CHARTER ELEMENTARY SCHOO",887,"elem",888,664,8,184,12,116,13.0777903043968
"2235","LEE",4151,"CHRISTA MCAULIFFE CHARTER ELEM",736,"elem",760,492,26,194,13,156,21.195652173913
"2236","LEE",4154,"GOODWILL LIFE ACADEMY",39,"high",27,15,5,7,0,0,0
"2237","LEE",4155,"EDISON COLLEGIATE HIGH SCHOOL",372,NA,NA,NA,NA,NA,NA,51,13.7096774193548
"2238","LEE",4171,"OASIS CHARTER MIDDLE SCHOOL",820,"mid",839,601,26,175,10,107,13.0487804878049
"2239","LEE",4181,"OASIS CHARTER HIGH SCHOOL",669,"high",722,545,9,141,6,73,10.9118086696562
"2240","LEE",4211,"PIVOT CHARTER SCHOOL",254,"high",147,70,22,52,0,94,37.007874015748
"2241","LEE",4212,"CITY OF PALMS CHARTER HIGH SCH",236,"high",217,43,104,67,1,88,37.2881355932203
"2242","LEE",4231,"CAPE CORAL PREPARATORY AND FIT",201,"elem",217,106,15,81,2,146,72.636815920398
"2243","LEE",4241,"FORT MYERS PREPARATORY AND FIT",247,"elem",280,30,70,171,0,190,76.9230769230769
"2244","LEE",4242,"NORTH NICHOLAS HIGH SCHOOL",338,"high",348,210,22,104,0,114,33.7278106508876
"2245","LEE",4251,"CORONADO HIGH SCHOOL",497,"high",340,98,110,124,1,189,38.0281690140845
"2246","LEE",4261,"GATEWAY CHARTER INTERMEDIATE S",1070,"mid",1030,418,198,368,23,577,53.9252336448598
"2247","LEE",4281,"BONITA SPRINGS PREP AND FITNES",352,"elem",375,166,10,174,7,210,59.6590909090909
"2248","LEE",4302,"DJB TECHNICAL ACADEMY",135,"high",146,49,30,65,0,76,56.2962962962963
"2249","LEE",7004,"LEE COUNTY VIRTUAL FRANCHISE",206,"high",182,142,4,30,3,44,21.3592233009709
"2250","LEE",7023,"LEE COUNTY VIRTUAL INSTRUCTION",74,"elem",60,49,2,7,0,22,29.7297297297297
"2251","LEE",9123,"EARLY CHILDHOOD LEARNING SERVI",294,"pk",275,17,88,163,0,288,97.9591836734694
"2252","LEE",9450,"COUNTY WIDE EXCEPTIONAL CHILD",105,"high",62,39,3,18,1,40,38.0952380952381
"2253","LEON",21,"LEON HIGH SCHOOL",1993,"high",2051,1157,684,103,42,519,26.0411440040141
"2254","LEON",31,"KATE SULLIVAN ELEM. SCHOOL",831,"elem",913,409,398,23,28,405,48.7364620938628
"2255","LEON",32,"ELIZABETH COBB MIDDLE SCHOOL",866,"mid",860,322,459,33,15,454,52.4249422632794
"2256","LEON",41,"FRANK HARTSFIELD ELEM. SCHOOL",470,"elem",432,52,344,14,6,0,0
"2257","LEON",51,"JAMES RICKARDS HIGH SCHOOL",1243,"high",1253,113,991,49,70,0,0
"2258","LEON",71,"SABAL PALM ELEMENTARY SCHOOL",551,"elem",540,47,413,43,1,0,0
"2259","LEON",91,"RUEDIGER ELEMENTARY SCHOOL",490,"elem",504,70,381,32,4,0,0
"2260","LEON",92,"RAA MIDDLE SCHOOL",926,"mid",875,392,393,46,18,490,52.9157667386609
"2261","LEON",131,"WOODVILLE ELEMENTARY SCHOOL",426,"elem",453,218,174,36,2,0,0
"2262","LEON",161,"AMOS P. GODBY HIGH SCHOOL",1179,"high",1267,207,939,88,5,0,0
"2263","LEON",171,"OAK RIDGE ELEMENTARY SCHOOL",533,"elem",528,15,467,18,0,0,0
"2264","LEON",191,"SECOND CHANCE AT GHAZVINI LEAR",92,"mid",68,3,63,1,0,0,0
"2265","LEON",204,"SAIL",383,"high",388,293,57,20,3,156,40.7310704960835
"2266","LEON",222,"GRIFFIN MIDDLE SCHOOL",541,"mid",510,31,447,23,1,0,0
"2267","LEON",231,"JOHN G RILEY ELEMENTARY SCHOOL",608,"elem",605,35,502,48,5,0,0
"2268","LEON",291,"R. FRANK NIMS MIDDLE SCHOOL",469,"mid",447,25,393,20,0,0,0
"2269","LEON",311,"PINEVIEW ELEMENTARY SCHOOL",422,"elem",423,14,336,60,2,0,0
"2270","LEON",361,"LIVELY TECHNICAL CENTER",30,"high",25,3,22,0,0,19,63.3333333333333
"2271","LEON",381,"GILCHRIST ELEMENTARY SCHOOL",1001,"elem",1043,708,158,37,89,224,22.3776223776224
"2272","LEON",401,"ASTORIA PARK ELEMENTARY SCHOOL",602,"elem",597,64,481,24,4,0,0
"2273","LEON",411,"GRETCHEN EVERHART SCHOOL",194,"high",141,63,65,5,5,126,64.9484536082474
"2274","LEON",421,"W T MOORE ELEMENTARY SCHOOL",543,"elem",592,258,240,52,17,274,50.4604051565378
"2275","LEON",431,"SEALEY ELEMENTARY SCHOOL",566,"elem",549,212,280,22,20,0,0
"2276","LEON",441,"APALACHEE ELEMENTARY SCHOOL",589,"elem",595,63,467,18,17,0,0
"2277","LEON",451,"FAIRVIEW MIDDLE SCHOOL",823,"mid",815,142,524,36,81,541,65.7351154313487
"2278","LEON",452,"PACE SECONDARY SCHOOL",69,"high",11,4,7,0,0,0,0
"2279","LEON",481,"KILLEARN LAKES ELEM. SCHOOL",895,"elem",865,677,56,49,46,112,12.5139664804469
"2280","LEON",491,"CHAIRES ELEMENTARY SCHOOL",444,"elem",486,272,165,22,2,238,53.6036036036036
"2281","LEON",501,"SPRINGWOOD ELEMENTARY SCHOOL",664,"elem",675,173,434,28,3,0,0
"2282","LEON",511,"DESOTO TRAIL ELEMENTARY SCHOOL",666,"elem",671,520,68,25,33,117,17.5675675675676
"2283","LEON",521,"BUCK LAKE ELEMENTARY SCHOOL",711,"elem",688,438,72,42,104,85,11.9549929676512
"2284","LEON",531,"DEERLAKE MIDDLE SCHOOL",939,"mid",925,696,72,50,78,86,9.15867944621938
"2285","LEON",561,"FORT BRADEN ELEMENTARY SCHOOL",814,"elem",770,516,109,124,0,0,0
"2286","LEON",1091,"LINCOLN HIGH SCHOOL",2082,"high",2070,1119,687,105,79,465,22.3342939481268
"2287","LEON",1131,"HAWKS RISE ELEMENTARY SCHOOL",835,"elem",869,561,114,37,114,126,15.0898203592814
"2288","LEON",1141,"LAWTON CHILES HIGH SCHOOL",1942,"high",2011,1578,181,89,100,149,7.67250257466529
"2289","LEON",1151,"SWIFT CREEK MIDDLE SCHOOL",759,"mid",749,434,198,44,27,208,27.4044795783926
"2290","LEON",1161,"CANOPY OAKS ELEMENTARY SCHOOL",723,"elem",709,457,184,23,4,337,46.6113416320885
"2291","LEON",1171,"ROBERTS ELEMENTARY SCHOOL",794,"elem",840,651,119,31,10,187,23.551637279597
"2292","LEON",1181,"BOND ELEMENTARY SCHOOL",685,"elem",674,10,646,7,0,0,0
"2293","LEON",1201,"WILLIAM J MONTFORD III MIDDLE",1085,"mid",1046,772,161,38,31,243,22.3963133640553
"2294","LEON",1202,"J MICHAEL CONLEY ELEM SCHOOL A",922,"elem",903,377,324,40,112,362,39.2624728850325
"2295","LEON",1211,"SUCCESS ACADEMY AT GHAZVINI LE",254,"high",237,49,176,6,0,0,0
"2296","LEON",1401,"C.K. STEELE-LEROY COLLINS ALL",47,NA,NA,NA,NA,NA,NA,12,25.531914893617
"2297","LEON",1402,"THE SCHOOL OF ARTS & SCIENCES",270,"elem",320,193,74,15,27,0,0
"2298","LEON",1417,"STARS MIDDLE SCHOOL",148,"mid",167,33,90,33,5,115,77.7027027027027
"2299","LEON",1421,"IMAGINE SCHOOL AT EVENING ROSE",373,"elem",310,88,194,21,4,206,55.2278820375335
"2300","LEON",1431,"CAPITAL CITY HIGH SCHOOL",206,NA,NA,NA,NA,NA,NA,35,16.9902912621359
"2301","LEON",1441,"GOVERNOR'S CHARTER SCHOOL",694,"elem",743,180,459,33,23,210,30.2593659942363
"2302","LEON",1502,"LEON CO JUVENILE DETENTION CTR",18,"high",0,0,0,0,0,0,0
"2303","LEON",1503,"PACE CENTER FOR GIRLS",59,"mid",31,4,26,1,0,11,18.6440677966102
"2304","LEON",1507,"AMIKIDS",35,"mid",0,0,0,0,0,0,0
"2305","LEON",1519,"LEON COUNTY JAIL",0,"high",0,0,0,0,0,0,NA
"2306","LEON",7001,"LEON COUNTY VIRTUAL INSTRUCTIO",0,"pk",0,0,0,0,0,0,NA
"2307","LEON",7004,"LEON COUNTY VIRTUAL SCHOOL FRA",36,"high",0,0,0,0,0,0,0
"2308","LEON",9006,"PREK",197,"pk",105,14,90,0,0,0,0
"2309","LEVY",21,"BRONSON MIDDLE/HIGH SCHOOL",550,"high",585,420,66,76,2,0,0
"2310","LEVY",23,"HILLTOP ALTERNATIVE SCHOOL",113,NA,NA,NA,NA,NA,NA,0,0
"2311","LEVY",24,"SUMMIT ACADEMY",28,NA,NA,NA,NA,NA,NA,0,0
"2312","LEVY",41,"CEDAR KEY HIGH SCHOOL",250,"elem",230,203,3,11,0,0,0
"2313","LEVY",51,"CHIEFLAND MIDDLE HIGH SCHOOL",777,"high",786,588,102,46,12,0,0
"2314","LEVY",60,"WHISPERING WINDS CHARTER SCHOO",68,"elem",97,76,4,9,0,0,0
"2315","LEVY",62,"NATURE COAST MIDDLE SCHOOL",88,"mid",86,69,7,6,0,0,0
"2316","LEVY",91,"WILLISTON HIGH SCHOOL",546,"high",537,341,90,83,5,0,0
"2317","LEVY",92,"JOYCE M. BULLOCK ELEM. SCHOOL",589,"elem",568,398,97,47,1,0,0
"2318","LEVY",101,"WILLISTON MIDDLE SCHOOL",438,"mid",430,274,83,66,0,0,0
"2319","LEVY",111,"YANKEETOWN SCHOOL",214,"elem",225,209,4,12,0,0,0
"2320","LEVY",231,"WILLISTON ELEMENTARY SCHOOL",434,"elem",462,277,70,90,2,0,0
"2321","LEVY",241,"CHIEFLAND ELEMENTARY SCHOOL",818,"elem",793,603,96,54,3,0,0
"2322","LEVY",1011,"BRONSON ELEMENTARY SCHOOL",587,"elem",574,418,48,88,2,0,0
"2323","LEVY",7004,"LEVY VIRTUAL FRANCHISE",0,"pk",0,0,0,0,0,0,NA
"2324","LEVY",7023,"LEVY VIRTUAL INSTRUCTION PROGR",0,"pk",0,0,0,0,0,0,NA
"2325","LEVY",7023,"LEVY VIRTUAL INSTRUCTION PROGR",0,"pk",0,0,0,0,0,0,NA
"2326","LIBERTY",21,"LIBERTY COUNTY HIGH SCHOOL",335,"high",326,264,36,17,1,158,47.1641791044776
"2327","LIBERTY",31,"W. R. TOLAR K-8 SCHOOL",572,"elem",559,377,88,84,1,0,0
"2328","LIBERTY",41,"HOSFORD ELEM. JR. HIGH SCHOOL",364,"elem",376,356,4,10,1,0,0
"2329","LIBERTY",51,"LIBERTY WILDERNESS CROSSROADS",37,"high",10,8,2,0,0,0,0
"2330","LIBERTY",52,"BRISTOL YOUTH ACADEMY",44,NA,NA,NA,NA,NA,NA,0,0
"2331","LIBERTY",53,"APALACHICOLA FOREST YOUTH ACAD",31,"mid",0,0,0,0,0,0,0
"2332","LIBERTY",71,"HORIZONS SCHOOL",13,NA,NA,NA,NA,NA,NA,0,0
"2333","LIBERTY",81,"LIBERTY EARLY LEARNING CENTER",39,"pk",64,39,6,15,0,0,0
"2334","MADISON",11,"MADISON COUNTY HIGH SCHOOL",600,"high",591,230,332,23,1,376,62.6666666666667
"2335","MADISON",41,"MADISON COUNTY CENTRAL SCHOOL",1166,"elem",1184,318,772,65,1,0,0
"2336","MADISON",91,"GREENVILLE ELEMENTARY SCHOOL",155,"elem",147,26,116,1,0,0,0
"2337","MADISON",101,"LEE ELEMENTARY SCHOOL",242,"elem",266,200,14,34,1,0,0
"2338","MADISON",111,"PINETTA ELEMENTARY SCHOOL",200,"elem",196,134,39,16,1,0,0
"2339","MADISON",120,"NEW MILLENNIUM CHARTER SCHOOL",28,NA,NA,NA,NA,NA,NA,26,92.8571428571429
"2340","MADISON",121,"JAMES MADISON PREPARATORY CHAR",40,"high",85,63,15,6,0,0,0
"2341","MADISON",900,"TWIN OAKS ACADEMY",40,"high",14,1,10,2,0,40,100
"2342","MADISON",925,"JOANN BRIDGE ACADEMY",22,"high",0,0,0,0,0,21,95.4545454545455
"2343","MADISON",950,"MADISON COUNTY EXCEL ALTERNATI",38,"high",23,2,21,0,0,0,0
"2344","MADISON",7001,"MADISON VIRTUAL INSTRUCTION PR",0,"mid",13,12,1,0,0,0,NA
"2345","MANATEE",31,"ANNA MARIA ELEMENTARY SCHOOL",265,"elem",269,220,1,28,4,85,32.0754716981132
"2346","MANATEE",51,"BALLARD ELEMENTARY SCHOOL",467,"elem",487,129,154,165,1,425,91.0064239828694
"2347","MANATEE",61,"BAYSHORE ELEMENTARY SCHOOL",736,"elem",789,277,69,367,11,604,82.0652173913043
"2348","MANATEE",72,"BAYSHORE HIGH SCHOOL",1409,"high",1488,583,238,603,14,1030,73.1014904187367
"2349","MANATEE",91,"DUETTE ELEMENTARY SCHOOL",16,"elem",0,0,0,0,0,0,0
"2350","MANATEE",151,"MANATEE ELEMENTARY SCHOOL",461,"elem",514,51,212,235,0,446,96.7462039045553
"2351","MANATEE",181,"MANATEE HIGH SCHOOL",2463,"high",2409,1386,377,565,23,1283,52.090946000812
"2352","MANATEE",212,"CENTRAL HIGH SCHOOL",83,"mid",135,27,19,85,0,34,40.9638554216867
"2353","MANATEE",221,"JESSIE P. MILLER ELEM. SCHOOL",784,"elem",828,496,74,213,6,519,66.1989795918367
"2354","MANATEE",231,"MYAKKA CITY ELEMENTARY SCHOOL",250,"elem",246,176,3,65,2,162,64.8
"2355","MANATEE",261,"ONECO ELEMENTARY SCHOOL",529,"elem",529,88,141,274,2,482,91.1153119092628
"2356","MANATEE",271,"ORANGE RIDGE-BULLOCK ELEM.",687,"elem",717,79,171,439,5,646,94.0320232896652
"2357","MANATEE",281,"PALM VIEW ELEMENTARY SCHOOL",436,"elem",385,78,110,180,4,377,86.4678899082569
"2358","MANATEE",291,"PALMA SOLA ELEMENTARY SCHOOL",591,"elem",571,377,37,129,10,350,59.2216582064298
"2359","MANATEE",301,"PALMETTO ELEMENTARY SCHOOL",667,"elem",675,130,103,432,1,605,90.7046476761619
"2360","MANATEE",351,"PALMETTO HIGH SCHOOL",1899,"high",2075,949,366,712,16,1123,59.1363875724065
"2361","MANATEE",381,"ROBERT H. PRINE ELEM. SCHOOL",851,"elem",850,317,130,353,8,704,82.7262044653349
"2362","MANATEE",411,"BLANCHE H. DAUGHTREY ELEMENTAR",767,"elem",766,45,122,571,4,687,89.5697522816167
"2363","MANATEE",421,"SAMOSET ELEMENTARY SCHOOL",590,"elem",528,52,136,328,0,566,95.9322033898305
"2364","MANATEE",431,"SOUTHEAST HIGH SCHOOL",1300,"high",1455,455,348,554,62,932,71.6923076923077
"2365","MANATEE",491,"LINCOLN MIDDLE SCHOOL",560,"mid",526,109,148,253,5,456,81.4285714285714
"2366","MANATEE",521,"JAMES TILLMAN ELEMENTARY MAGNE",480,"elem",556,50,191,297,2,450,93.75
"2367","MANATEE",541,"BLACKBURN ELEMENTARY SCHOOL",466,"elem",440,108,89,236,2,379,81.3304721030043
"2368","MANATEE",571,"FRANCES WAKELAND ELEMENTARY SC",577,"elem",547,211,69,210,31,279,48.3535528596187
"2369","MANATEE",581,"W. D. SUGG MIDDLE SCHOOL",810,"mid",771,326,139,272,8,672,82.962962962963
"2370","MANATEE",591,"SARA SCOTT HARLLEE MIDDLE SCHL",466,"mid",403,98,91,202,2,425,91.2017167381974
"2371","MANATEE",601,"H. S. MOODY ELEMENTARY SCHOOL",638,"elem",649,228,108,274,11,559,87.6175548589342
"2372","MANATEE",611,"MARTHA B. KING MIDDLE SCHOOL",1077,"mid",1137,562,193,331,9,638,59.238625812442
"2373","MANATEE",621,"FLORINE J ABEL ELEMENTARY SCHO",509,"elem",554,187,96,241,3,416,81.7288801571709
"2374","MANATEE",631,"IDA M. STEWART ELEMENTARY SCHL",434,"elem",418,308,15,75,5,173,39.8617511520737
"2375","MANATEE",641,"WILLIAM H. BASHAW ELEMENTARY",635,"elem",621,262,145,173,9,424,66.7716535433071
"2376","MANATEE",651,"BRADEN RIVER ELEMENTARY SCHOOL",627,"elem",672,419,32,171,28,227,36.2041467304625
"2377","MANATEE",652,"BRADEN RIVER MIDDLE SCHOOL",952,"mid",977,488,123,292,44,483,50.7352941176471
"2378","MANATEE",671,"SEA BREEZE ELEMENTARY SCHOOL",624,"elem",637,345,113,131,15,438,70.1923076923077
"2379","MANATEE",681,"TARA ELEMENTARY SCHOOL",567,"elem",606,318,46,188,31,314,55.379188712522
"2380","MANATEE",691,"LOUISE R. JOHNSON MIDDLE SCHL",496,"mid",490,152,96,209,26,284,57.258064516129
"2381","MANATEE",701,"GENE WITT ELEMENTARY SCHOOL",657,"elem",690,540,10,112,14,173,26.3318112633181
"2382","MANATEE",711,"CARLOS E. HAILE MIDDLE SCHOOL",1053,"mid",1068,714,120,174,23,374,35.5175688509022
"2383","MANATEE",721,"LAKEWOOD RANCH HIGH SCHOOL",2107,"high",2296,1799,134,276,32,465,22.0692928334124
"2384","MANATEE",731,"HORIZONS ACADEMY",588,"high",321,95,105,108,1,406,69.0476190476191
"2385","MANATEE",741,"KINNAN ELEMENTARY SCHOOL",702,"elem",656,280,56,261,33,417,59.4017094017094
"2386","MANATEE",751,"ROWLETT MAGNET ELEMENTARY SCHO",897,NA,NA,NA,NA,NA,NA,384,42.809364548495
"2387","MANATEE",752,"R. DAN NOLAN MIDDLE SCHOOL",1100,"mid",1130,887,17,172,28,258,23.4545454545455
"2388","MANATEE",761,"ELECTA LEE MAGNET MIDDLE",978,"mid",1035,370,161,455,11,761,77.8118609406953
"2389","MANATEE",762,"BRADEN RIVER HIGH SCHOOL",1910,"high",1999,1347,162,322,78,659,34.5026178010471
"2390","MANATEE",771,"GILBERT W MCNEAL ELEM SCHOOL",735,"elem",769,543,14,168,30,202,27.4829931972789
"2391","MANATEE",781,"FREEDOM ELEMENTARY SCHOOL",761,"elem",796,415,77,248,21,394,51.7739816031537
"2392","MANATEE",791,"VIRGIL MILLS ELEMENTARY SCHOOL",1069,"elem",1160,758,90,236,30,469,43.8727782974743
"2393","MANATEE",801,"ROBERT WILLIS ELEMENTARY SCHOO",721,"elem",723,553,15,100,23,136,18.8626907073509
"2394","MANATEE",811,"ANNIE LUCY WILLIAMS ELEMENTARY",882,"elem",911,691,28,138,21,309,35.0340136054422
"2395","MANATEE",821,"B.D. GULLETT ELEMENTARY SCHOOL",550,"elem",673,424,77,127,12,220,40
"2396","MANATEE",831,"G.D. ROGERS GARDEN ELEMENTARY",211,"elem",282,22,103,140,1,188,89.0995260663507
"2397","MANATEE",842,"BUFFALO CREEK MIDDLE SCHOOL",966,"mid",1102,565,160,323,19,513,53.1055900621118
"2398","MANATEE",2003,"EASTER SEALS",28,"high",22,11,6,3,1,16,57.1428571428571
"2399","MANATEE",2004,"PACE CENTER FOR GIRLS",54,"high",29,5,13,10,0,39,72.2222222222222
"2400","MANATEE",2007,"JUST FOR GIRLS",42,"mid",40,17,7,14,0,36,85.7142857142857
"2401","MANATEE",2011,"ACCESS TO EDUCATION",35,"high",0,0,0,0,0,13,37.1428571428571
"2402","MANATEE",2014,"PINNACLE ACADEMY, INC.",12,"pk",12,12,0,0,0,0,0
"2403","MANATEE",2051,"JUVENILE DETENTION CENTER",29,"high",10,6,3,1,0,20,68.9655172413793
"2404","MANATEE",2054,"MANATEE GLENS",30,NA,NA,NA,NA,NA,NA,25,83.3333333333333
"2405","MANATEE",2056,"PALMSHORES BEHAVIOR HEALTH CEN",59,"mid",35,24,8,2,0,0,0
"2406","MANATEE",2062,"FLORIDA SHERIFF'S YOUTH RANCH",18,NA,NA,NA,NA,NA,NA,18,100
"2407","MANATEE",2063,"PALMETTO YOUTH ACADEMY",43,"high",34,4,24,6,0,0,0
"2408","MANATEE",2066,"MANATEE COMMUNITY ACTION AGENC",17,"pk",27,1,16,10,0,0,0
"2409","MANATEE",2068,"THE PORT ACADEMY",0,"high",0,0,0,0,0,0,NA
"2410","MANATEE",2073,"Y TECHNICALOGICAL HIGH SCHOOL",216,NA,NA,NA,NA,NA,NA,162,75
"2411","MANATEE",2101,"MANATEE SCHL OF ARTS/SCIENCES",134,"elem",134,75,14,27,0,71,52.9850746268657
"2412","MANATEE",2102,"TEAM SUCCESS A SCHOOL OF EXCEL",344,"elem",390,9,55,325,0,322,93.6046511627907
"2413","MANATEE",2104,"MANATEE SCHOOL FOR THE ARTS",1627,"mid",1735,937,168,563,11,953,58.5740626920713
"2414","MANATEE",2121,"MANATEE CHARTER SCHOOL",692,"elem",742,212,174,301,14,537,77.6011560693642
"2415","MANATEE",2122,"OASIS MIDDLE SCHOOL",106,"mid",112,15,18,77,0,95,89.622641509434
"2416","MANATEE",2123,"IMAGINE CHARTER SCHOOL AT NORT",599,"elem",521,318,60,115,7,286,47.7462437395659
"2417","MANATEE",2124,"IMAGINE CHARTER AT LAKEWOOD RA",471,"elem",410,312,39,36,7,176,37.3673036093418
"2418","MANATEE",2131,"PALMETTO CHARTER SCHOOL",363,"elem",364,274,29,54,1,122,33.6088154269972
"2419","MANATEE",2141,"STATE COLLEGE OF FLORIDA COLLE",450,"high",498,318,28,102,23,121,26.8888888888889
"2420","MANATEE",2151,"JUST FOR GIRLS ACADEMY",96,"elem",105,21,34,41,0,85,88.5416666666667
"2421","MANATEE",2161,"VISIBLE MEN ACADEMY",64,"elem",99,12,40,41,1,55,85.9375
"2422","MANATEE",7001,"MANATEE VIRTUAL INSTRUCTION PR",63,"elem",0,0,0,0,0,13,20.6349206349206
"2423","MANATEE",7004,"MANATEE VIRTUAL FRANCHISE",46,"high",13,13,0,0,0,16,34.7826086956522
"2424","MARION",51,"HOWARD MIDDLE SCHOOL",1236,"mid",1226,514,393,163,59,667,53.9644012944984
"2425","MARION",71,"ANTHONY ELEMENTARY SCHOOL",340,"elem",353,181,83,79,0,0,0
"2426","MARION",91,"BELLEVIEW ELEMENTARY SCHOOL",713,"elem",662,443,33,145,0,0,0
"2427","MARION",101,"BELLEVIEW-SANTOS ELEM. SCHOOL",540,"elem",538,326,70,117,4,0,0
"2428","MARION",162,"REDDICK-COLLIER ELEM. SCHOOL",365,"elem",339,108,140,67,1,0,0
"2429","MARION",172,"DUNNELLON MIDDLE SCHOOL",628,"mid",647,400,48,171,0,459,73.0891719745223
"2430","MARION",181,"EAST MARION ELEMENTARY SCHOOL",706,"elem",660,582,1,51,1,0,0
"2431","MARION",191,"EIGHTH STREET ELEMENTARY SCHL",340,"elem",344,226,63,36,8,0,0
"2432","MARION",211,"FESSENDEN ELEMENTARY SCHOOL",493,"elem",499,170,170,127,1,0,0
"2433","MARION",221,"FT. KING MIDDLE SCHOOL",1105,"mid",1061,576,211,194,11,767,69.4117647058823
"2434","MARION",251,"WARD-HIGHLANDS ELEMENTARY SCHL",757,"elem",803,506,116,123,14,0,0
"2435","MARION",281,"LAKE WEIR MIDDLE SCHOOL",1312,"mid",1299,679,291,226,7,993,75.6859756097561
"2436","MARION",291,"MADISON ST ACAD OF VISUAL PERF",427,"elem",401,247,61,49,20,0,0
"2437","MARION",311,"DR N H JONES ELEMENTARY SCHOOL",656,"elem",652,407,111,49,57,0,0
"2438","MARION",331,"NORTH MARION HIGH SCHOOL",1276,"high",1312,751,340,166,3,813,63.7147335423197
"2439","MARION",341,"OAKCREST ELEMENTARY SCHOOL",710,"elem",807,267,389,101,4,0,0
"2440","MARION",351,"FOREST HIGH SCHOOL",2065,"high",2107,1361,319,282,31,846,40.9685230024213
"2441","MARION",361,"OSCEOLA MIDDLE SCHOOL",937,"mid",913,603,123,132,17,404,43.1163287086446
"2442","MARION",381,"SPARR ELEMENTARY SCHOOL",361,"elem",346,205,76,46,1,0,0
"2443","MARION",391,"SOUTH OCALA ELEMENTARY SCHOOL",687,"elem",685,361,194,90,4,0,0
