"","district","school_number","school","totmem","type","total_from_race","total_white","total_black","total_hispanic","total_asian","free_reduced","per_fr"
"1969","HILLSBOROUGH",5056,"TAMPA RESIDENTIAL FACILITY",30,"high",45,17,22,4,0,0,0
"1970","HILLSBOROUGH",5058,"FALKENBURG ROAD JAIL",10,"high",0,0,0,0,0,0,0
"1971","HILLSBOROUGH",5060,"RIVERSIDE ACADEMY",157,NA,NA,NA,NA,NA,NA,0,0
"1972","HILLSBOROUGH",5062,"COLUMBUS RESIDENTIAL JUVENILE",46,"high",22,14,3,2,0,0,0
"1973","HILLSBOROUGH",5071,"LAKE ACADEMY",47,"high",23,5,15,2,0,0,0
"1974","HILLSBOROUGH",5371,"HOSPITAL/HOMEBOUND/HOMEBASED P",139,"high",90,40,15,32,0,70,50.3597122302158
"1975","HILLSBOROUGH",5372,"ESE BIRTH THRU AGE 5",294,"pk",305,126,67,90,5,133,45.2380952380952
"1976","HILLSBOROUGH",6529,"DELIA SANCHEZ FULL SERVICE SCH",18,"pk",17,0,17,0,0,18,100
"1977","HILLSBOROUGH",6601,"RICHARDSON MONTESSORI ACADEMY",43,"elem",35,1,27,5,0,24,55.8139534883721
"1978","HILLSBOROUGH",6606,"TERRACE COMMUNITY MIDDLE SCHOO",659,"mid",660,289,61,104,161,112,16.9954476479514
"1979","HILLSBOROUGH",6608,"VILLAGE OF EXCEL. ACAD.",218,"elem",265,1,237,21,0,178,81.651376146789
"1980","HILLSBOROUGH",6609,"PEPIN ACADEMIES",569,"mid",589,270,143,143,9,206,36.2038664323374
"1981","HILLSBOROUGH",6613,"LEARNING GATE COMMUNITY SCHOOL",801,"elem",767,537,24,170,11,82,10.2372034956305
"1982","HILLSBOROUGH",6615,"RCMA WIMAUMA ACADEMY",196,"elem",211,1,0,207,2,182,92.8571428571429
"1983","HILLSBOROUGH",6620,"TAMPA CHARTER SCHOOL",200,NA,NA,NA,NA,NA,NA,92,46
"1984","HILLSBOROUGH",6621,"MOUNT PLEASANT STANDARD BASE",98,NA,NA,NA,NA,NA,NA,85,86.734693877551
"1985","HILLSBOROUGH",6623,"WALTON ACADEMY",178,"elem",205,0,191,9,0,145,81.4606741573034
"1986","HILLSBOROUGH",6624,"TRINITY SCHOOL FOR CHILDREN",705,"elem",730,309,57,326,13,122,17.3049645390071
"1987","HILLSBOROUGH",6625,"LITERACY/LEADERSHIP/TECHNOLOGY",524,"mid",555,344,62,121,6,157,29.9618320610687
"1988","HILLSBOROUGH",6626,"KIDS COMMUNITY COLLEGE",348,"elem",346,168,72,84,4,80,22.9885057471264
"1989","HILLSBOROUGH",6630,"PEPIN TRANSITIONAL SCHOOL",61,"high",58,25,20,10,1,0,0
"1990","HILLSBOROUGH",6634,"BROOKS DEBARTOLO COLLEGIATE HI",424,"high",507,204,126,138,14,151,35.6132075471698
"1991","HILLSBOROUGH",6637,"SHILOH ELEMENTARY CHARTER SCHO",445,NA,NA,NA,NA,NA,NA,131,29.438202247191
"1992","HILLSBOROUGH",6639,"FLORIDA AUTISM CHARTER SCHOOL",93,"elem",22,9,4,8,1,53,56.989247311828
"1993","HILLSBOROUGH",6643,"COMMUNITY CHARTER SCHOOL OF EX",123,"elem",112,9,54,40,0,116,94.3089430894309
"1994","HILLSBOROUGH",6644,"ADVANTAGE ACADEMY OF HILLSBORO",323,"elem",323,108,38,174,0,168,52.0123839009288
"1995","HILLSBOROUGH",6645,"ADVANTAGE ACADEMY MIDDLE SCHOO",144,"mid",140,51,19,66,0,72,50
"1996","HILLSBOROUGH",6646,"SEMINOLE HEIGHTS CHARTER HIGH",431,"high",435,47,209,155,0,324,75.1740139211137
"1997","HILLSBOROUGH",6648,"SHILOH MIDDLE CHARTER SCHOOL",184,NA,NA,NA,NA,NA,NA,75,40.7608695652174
"1998","HILLSBOROUGH",6649,"VALRICO LAKE ADVANTAGE ACADEMY",646,"elem",638,398,40,119,37,106,16.4086687306502
"1999","HILLSBOROUGH",6650,"KID'S COMMUNITY COLLEGE MIDDLE",193,"mid",212,92,49,51,5,61,31.6062176165803
"2000","HILLSBOROUGH",6652,"CHANNELSIDE ACADEMY OF MATH AN",357,"elem",375,156,74,119,9,104,29.1316526610644
"2001","HILLSBOROUGH",6653,"WOODMONT CHARTER SCHOOL",661,"elem",636,81,358,154,4,546,82.6021180030257
"2002","HILLSBOROUGH",6654,"NEW SPRINGS SCHOOL",143,"mid",137,29,48,45,6,105,73.4265734265734
"2003","HILLSBOROUGH",6655,"LUTZ PREPARATORY ACADEMY",566,"elem",500,363,8,59,26,20,3.53356890459364
"2004","HILLSBOROUGH",6656,"PIVOT CHARTER SCHOOL",304,"high",268,147,48,51,3,119,39.1447368421053
"2005","HILLSBOROUGH",6657,"NEW SPRINGS ELEMENTARY SCHOOL",208,"elem",220,38,85,67,12,166,79.8076923076923
"2006","HILLSBOROUGH",6658,"WINTHROP CHARTER SCHOOL",1263,"elem",1288,486,253,397,66,505,39.9841646872526
"2007","HILLSBOROUGH",6659,"WEST UNIVERSITY CHARTER HIGH",304,"high",377,53,211,98,0,211,69.4078947368421
"2008","HILLSBOROUGH",6660,"COMMUNITY CHARTER MIDDLE SCHOO",87,"mid",93,10,46,31,1,73,83.9080459770115
"2009","HILLSBOROUGH",6661,"BELL CREEK ACADEMY HIGH SCHOOL",117,"high",216,115,29,56,4,17,14.5299145299145
"2010","HILLSBOROUGH",6662,"HENDERSON HAMMOCK CHARTER SCHO",886,"elem",1026,195,90,701,15,528,59.5936794582393
"2011","HILLSBOROUGH",6663,"CHANNELSIDE ACADEMY MIDDLE SCH",89,"mid",119,52,14,41,1,23,25.8426966292135
"2012","HILLSBOROUGH",6666,"KINGS KIDS ACADEMY OF HEALTH S",84,"elem",97,1,88,6,0,69,82.1428571428571
"2013","HILLSBOROUGH",6667,"KIDS COMMUNITY COLLEGE CHARTER",180,"elem",260,75,66,74,22,41,22.7777777777778
"2014","HILLSBOROUGH",6668,"BELL CREEK ACADEMY",459,"mid",615,350,57,143,31,105,22.8758169934641
"2015","HILLSBOROUGH",6669,"RCMA LEADERSHIP ACADEMY",57,"mid",52,0,0,52,0,43,75.4385964912281
"2016","HILLSBOROUGH",6670,"WE PHILLIPS LEARNING ACADEMY",44,NA,NA,NA,NA,NA,NA,20,45.4545454545455
"2017","HILLSBOROUGH",6671,"HILLSBOROUGH ACADEMY OF MATH A",642,"elem",657,283,24,277,40,226,35.202492211838
"2018","HILLSBOROUGH",7001,"HILLSBOROUGH VIRT INSTR PRGS",152,NA,NA,NA,NA,NA,NA,75,49.3421052631579
"2019","HILLSBOROUGH",7004,"HILLSBOROUGH VIRTUAL FRANCHISE",55,"pk",0,0,0,0,0,14,25.4545454545455
"2020","HILLSBOROUGH",7023,"HILLSBOROUGH VIRTUAL SCHOOL",437,"high",326,193,35,82,2,183,41.8764302059497
"2021","HILLSBOROUGH",7672,"FOCUS ACADEMY",28,"high",43,27,8,6,0,0,0
"2022","HOLMES",12,"BONIFAY MIDDLE SCHOOL",544,"mid",528,467,33,12,5,359,65.9926470588235
"2023","HOLMES",31,"POPLAR SPRINGS HIGH SCHOOL",386,"elem",389,364,5,7,0,240,62.1761658031088
"2024","HOLMES",41,"BETHLEHEM HIGH SCHOOL",504,"elem",490,479,0,8,0,325,64.484126984127
"2025","HOLMES",61,"PONCE DE LEON HIGH SCHOOL",332,"high",297,278,0,6,0,237,71.3855421686747
"2026","HOLMES",111,"PONCE DE LEON ELEM. SCHOOL",328,"elem",310,283,1,16,0,266,81.0975609756098
"2027","HOLMES",121,"BONIFAY ELEMENTARY SCHOOL",788,"elem",830,733,52,23,3,593,75.253807106599
"2028","HOLMES",261,"HOLMES COUNTY HIGH SCHOOL",429,"high",465,396,23,23,11,268,62.4708624708625
"2029","HOLMES",471,"GRADUATION ASSISTANCE PROGRAM",30,"high",0,0,0,0,0,24,80
"2030","HOLMES",7001,"HOLMES VIRTUAL INSTRUCTION PRO",0,"pk",0,0,0,0,0,0,NA
"2031","INDIAN RIVER",31,"VERO BEACH HIGH SCHOOL",2790,"high",2853,1734,579,407,54,1309,46.9175627240143
"2032","INDIAN RIVER",33,"ALTERNATIVE CTR FOR EDUCATION",51,"high",35,10,17,8,0,39,76.4705882352941
"2033","INDIAN RIVER",41,"ROSEWOOD MAGNET SCHOOL",550,"elem",552,413,63,55,5,220,40
"2034","INDIAN RIVER",51,"OSCEOLA MAGNET SCHOOL",536,"elem",535,362,59,82,11,209,38.9925373134328
"2035","INDIAN RIVER",61,"BEACHLAND ELEMENTARY SCHOOL",599,"elem",517,317,107,68,4,241,40.2337228714524
"2036","INDIAN RIVER",81,"GIFFORD MIDDLE SCHOOL",872,"mid",829,448,221,116,13,492,56.4220183486239
"2037","INDIAN RIVER",101,"FELLSMERE ELEMENTARY SCHOOL",681,"elem",658,63,31,562,0,656,96.3289280469897
"2038","INDIAN RIVER",121,"PELICAN ISLAND ELEMENTARY SCHO",481,"elem",456,276,91,47,4,390,81.0810810810811
"2039","INDIAN RIVER",131,"WABASSO SCHOOL",121,"pk",60,30,17,10,0,73,60.3305785123967
"2040","INDIAN RIVER",141,"CITRUS ELEMENTARY SCHOOL",676,"elem",704,370,148,152,4,544,80.4733727810651
"2041","INDIAN RIVER",151,"DODGERTOWN ELEMENTARY SCHOOL",448,"elem",494,142,181,157,0,374,83.4821428571429
"2042","INDIAN RIVER",161,"VERO BEACH ELEMENTARY SCHOOL",687,"elem",699,263,180,206,12,570,82.9694323144105
"2043","INDIAN RIVER",171,"SEBASTIAN RIVER MIDDLE SCHOOL",854,"mid",870,455,76,302,6,594,69.5550351288056
"2044","INDIAN RIVER",191,"SEBASTIAN ELEMENTARY SCHOOL",531,"elem",508,344,77,51,5,362,68.1732580037665
"2045","INDIAN RIVER",201,"GLENDALE ELEMENTARY SCHOOL",491,"elem",544,266,132,102,7,376,76.5784114052953
"2046","INDIAN RIVER",221,"HIGHLANDS ELEMENTARY SCHOOL",464,NA,NA,NA,NA,NA,NA,410,88.3620689655172
"2047","INDIAN RIVER",271,"OSLO MIDDLE SCHOOL",920,"mid",882,430,200,181,19,660,71.7391304347826
"2048","INDIAN RIVER",291,"SEBASTIAN RIVER HIGH SCHOOL",1880,"high",1856,1102,196,479,13,1085,57.7127659574468
"2049","INDIAN RIVER",301,"LIBERTY MAGNET SCHOOL",550,"elem",549,374,47,91,19,241,43.8181818181818
"2050","INDIAN RIVER",341,"TREASURE COAST ELEMENTARY SCHO",647,"elem",647,423,69,122,11,445,68.7789799072643
"2051","INDIAN RIVER",371,"STORM GROVE MIDDLE SCHOOL",914,"mid",908,556,130,177,15,499,54.5951859956236
"2052","INDIAN RIVER",5001,"INDIAN RIVER CHARTER HIGH SCHL",673,"high",638,495,35,66,13,50,7.42942050520059
"2053","INDIAN RIVER",5002,"ST. PETER'S ACADEMY",130,"elem",116,1,71,44,0,95,73.0769230769231
"2054","INDIAN RIVER",5003,"NORTH COUNTY CHARTER SCHOOL",256,"elem",271,164,37,55,4,0,0
"2055","INDIAN RIVER",5005,"SEBASTIAN CHART JR HIGH SCHOOL",203,NA,NA,NA,NA,NA,NA,125,61.576354679803
"2056","INDIAN RIVER",5006,"IMAGINE AT SOUTH VERO",899,"elem",907,698,44,110,18,38,4.22691879866518
"2057","INDIAN RIVER",9002,"EXCEPTIONAL STUDENT EDUCATION",174,"pk",159,72,28,49,2,96,55.1724137931034
"2058","JACKSON",21,"MARIANNA HIGH SCHOOL",749,"high",779,455,254,22,9,376,50.2002670226969
"2059","JACKSON",24,"JACKSON COUNTY EARLY CHILDHOOD",182,"pk",187,56,105,10,1,163,89.5604395604396
"2060","JACKSON",31,"FRANK M. GOLSON ELEM. SCHOOL",775,"elem",740,332,295,47,6,552,71.2258064516129
"2061","JACKSON",41,"RIVERSIDE ELEMENTARY SCHOOL",626,"elem",654,363,219,28,5,418,66.7731629392971
"2062","JACKSON",61,"MARIANNA MIDDLE SCHOOL",654,"mid",610,347,213,19,3,375,57.3394495412844
"2063","JACKSON",121,"MALONE HIGH SCHOOL",488,"elem",512,269,176,37,0,327,67.0081967213115
"2064","JACKSON",141,"SNEADS HIGH SCHOOL",383,"high",389,294,62,9,5,190,49.6083550913838
"2065","JACKSON",171,"SNEADS ELEMENTARY SCHOOL",511,"elem",479,355,89,9,3,327,63.9921722113503
"2066","JACKSON",181,"GRAND RIDGE SCHOOL",642,"mid",630,463,122,25,1,437,68.0685358255452
"2067","JACKSON",202,"HOPE SCHOOL",142,"elem",86,61,22,1,0,109,76.7605633802817
"2068","JACKSON",212,"JACKSON ALTERNATIVE SCHOOL",82,"high",47,19,21,1,0,71,86.5853658536585
"2069","JACKSON",251,"COTTONDALE HIGH SCHOOL",453,"high",434,291,96,18,1,312,68.8741721854305
"2070","JACKSON",271,"COTTONDALE ELEMENTARY SCHOOL",427,"elem",435,300,73,28,0,348,81.4988290398126
"2071","JACKSON",301,"GRACEVILLE ELEMENTARY SCHOOL",362,"elem",359,170,151,12,0,287,79.2817679558011
"2072","JACKSON",491,"GRACEVILLE HIGH SCHOOL",329,"high",330,148,142,11,3,224,68.0851063829787
"2073","JACKSON",7001,"JACKSON VIRTUAL INSTRUCTION PR",22,"elem",0,0,0,0,0,11,50
"2074","JACKSON",9003,"DIST WIDE HOMEBOUND PROGRAM",0,"pk",0,0,0,0,0,0,NA
"2075","JACKSON",9020,"THE DOVE(DEVELOP OPPORTUNITIES",16,"high",16,7,5,1,0,0,0
"2076","JEFFERSON",21,"JEFFERSON COUNTY MIDDLE/HIGH S",347,"high",398,71,294,29,1,0,0
"2077","JEFFERSON",111,"JEFFERSON COUNTY ELEM. SCHOOL",613,"elem",482,82,342,54,1,0,0
"2078","JEFFERSON",7001,"JEFFERSON VIRTUAL INSTRUCTION",0,NA,NA,NA,NA,NA,NA,0,NA
"2079","JEFFERSON",9005,"JEFFERSON COUNTY ESE SCHOOL",0,"pk",0,0,0,0,0,0,NA
"2080","LAFAYETTE",21,"LAFAYETTE HIGH SCHOOL",609,"high",613,444,47,109,0,319,52.3809523809524
"2081","LAFAYETTE",22,"LAFAYETTE ELEMENTARY SCHOOL",624,"elem",629,419,38,152,0,438,70.1923076923077
"2082","LAFAYETTE",7004,"LAFAYETTE VIRTUAL FRANCHISE",0,"pk",0,0,0,0,0,0,NA
"2083","LAKE",31,"BEVERLY SHORES ELEMENTARY SCHO",674,"elem",677,186,346,91,8,583,86.4985163204748
"2084","LAKE",41,"CLERMONT ELEMENTARY SCHOOL",550,"elem",535,180,134,160,22,415,75.4545454545455
"2085","LAKE",61,"EUSTIS ELEMENTARY SCHOOL",534,"elem",538,254,137,115,3,381,71.3483146067416
"2086","LAKE",67,"SAWGRASS BAY ELEMENTARY SCHOOL",1217,"elem",1260,412,161,600,26,900,73.9523418241578
"2087","LAKE",68,"GRASSY LAKE ELEMENTARY SCHOOL",987,"elem",999,526,109,243,55,477,48.3282674772036
"2088","LAKE",69,"SORRENTO ELEMENTARY",738,"elem",773,505,32,188,8,372,50.4065040650407
"2089","LAKE",71,"EUSTIS HEIGHTS ELEM. SCHOOL",595,"elem",596,187,204,159,6,517,86.890756302521
"2090","LAKE",80,"EAST RIDGE MIDDLE SCHOOL",1138,"mid",1117,589,146,251,65,556,48.8576449912127
"2091","LAKE",81,"EUSTIS HIGH SCHOOL",1278,"high",1286,766,243,211,18,624,48.8262910798122
"2092","LAKE",101,"FRUITLAND PARK ELEM. SCHOOL",646,"elem",694,454,114,76,6,481,74.4582043343653
"2093","LAKE",113,"GRAY MIDDLE SCHOOL",1018,"mid",1058,527,102,348,32,619,60.8055009823183
"2094","LAKE",119,"THE VILLAGES ELEM OF LADY LAKE",810,"elem",832,531,85,143,17,590,72.8395061728395
"2095","LAKE",141,"SEMINOLE SPRINGS ELEM. SCHOOL",602,"elem",576,464,9,75,2,337,55.9800664451827
"2096","LAKE",149,"ROUND LAKE ELEMENTARY SCHOOL",906,"elem",877,523,94,198,18,457,50.4415011037528
"2097","LAKE",161,"LEESBURG HIGH SCHOOL",1594,"high",1592,853,458,184,36,1002,62.8607277289837
"2098","LAKE",181,"MT. DORA HIGH SCHOOL",1067,"high",1059,658,150,193,18,484,45.360824742268
"2099","LAKE",211,"TAVARES HIGH SCHOOL",1224,"high",1236,836,138,183,36,560,45.7516339869281
"2100","LAKE",213,"TAVARES MIDDLE SCHOOL",1015,"mid",1015,697,119,143,13,573,56.4532019704433
"2101","LAKE",231,"UMATILLA HIGH SCHOOL",829,"high",850,712,26,86,2,467,56.3329312424608
"2102","LAKE",241,"TREADWAY ELEMENTARY SCHOOL",925,"elem",917,671,61,119,11,589,63.6756756756757
"2103","LAKE",251,"OAK PARK MIDDLE SCHOOL",558,"mid",480,191,177,71,14,471,84.4086021505376
"2104","LAKE",261,"MINNEOLA ELEMENTARY SCHOOL",1018,NA,NA,NA,NA,NA,NA,536,52.6522593320236
"2105","LAKE",271,"ASTATULA ELEMENTARY SCHOOL",617,"elem",599,366,26,173,5,378,61.2641815235008
"2106","LAKE",281,"LOST LAKE ELEMENTARY SCHOOL",1001,"elem",996,479,121,270,61,414,41.3586413586414
"2107","LAKE",291,"LEESBURG ELEMENTARY SCHOOL",828,"elem",789,328,266,130,8,689,83.2125603864734
"2108","LAKE",351,"CARVER MIDDLE SCHOOL",844,"mid",863,445,223,127,16,619,73.3412322274881
"2109","LAKE",382,"GROVELAND ELEMENTARY SCHOOL",816,"elem",827,321,155,281,24,597,73.1617647058823
"2110","LAKE",401,"CLERMONT MIDDLE SCHOOL",744,"mid",727,363,120,177,34,403,54.1666666666667
"2111","LAKE",411,"MT. DORA MIDDLE SCHOOL",761,"mid",801,464,118,187,12,433,56.8988173455979
"2112","LAKE",421,"RIMES EARLY LEARN & LITERACY",208,"elem",201,65,77,43,1,170,81.7307692307692
"2113","LAKE",481,"WINDY HILL MIDDLE SCHOOL",1263,"mid",1295,554,170,462,65,689,54.5526524148852
"2114","LAKE",521,"TRIANGLE ELEMENTARY SCHOOL",722,"elem",729,326,173,173,12,581,80.4709141274238
"2115","LAKE",533,"LAKE HILLS SCHOOL",182,"high",172,100,32,34,0,118,64.8351648351648
"2116","LAKE",536,"LAKE ACADEMY EUSTIS",73,"mid",31,15,8,5,0,66,90.4109589041096
"2117","LAKE",541,"MASCOTTE ELEMENTARY SCHOOL",810,"elem",850,295,60,438,24,688,84.9382716049383
"2118","LAKE",551,"TAVARES ELEMENTARY SCHOOL",861,"elem",881,556,162,112,12,601,69.8025551684088
"2119","LAKE",561,"UMATILLA ELEMENTARY SCHOOL",654,"elem",640,497,16,110,5,425,64.9847094801223
"2120","LAKE",571,"UMATILLA MIDDLE SCHOOL",578,"mid",564,465,13,67,3,389,67.3010380622837
"2121","LAKE",591,"PINE RIDGE ELEMENTARY SCHOOL",863,"elem",849,591,62,142,22,394,45.6546929316338
"2122","LAKE",597,"CYPRESS RIDGE ELEM. SCHOOL",591,"elem",593,418,43,73,21,125,21.1505922165821
"2123","LAKE",631,"SPRING CREEK CHARTER SCHOOL",611,"elem",586,476,4,88,0,501,81.9967266775777
"2124","LAKE",697,"EUSTIS MIDDLE SCHOOL",1024,"mid",973,566,188,164,8,603,58.88671875
"2125","LAKE",701,"SOUTH LAKE HIGH SCHOOL",1588,"high",1577,803,180,475,50,761,47.9219143576826
"2126","LAKE",801,"EAST RIDGE HIGH SCHOOL",2121,"high",2178,990,279,733,104,1004,47.3361621876473
"2127","LAKE",901,"LAKE MINNEOLA HIGH SCHOOL",1924,"high",2126,1107,338,485,106,914,47.5051975051975
"2128","LAKE",7004,"LAKE VIRTUAL FRANCHISE",116,"high",70,54,7,6,0,0,0
"2129","LAKE",7023,"LAKE VIRTUAL INSTRUC PROG (DIS",64,"elem",0,0,0,0,0,0,0
"2130","LAKE",9004,"NONSCHOOL EXCEPTIONAL ED.",27,"elem",0,0,0,0,0,0,0
"2131","LAKE",9010,"LAKE ACADEMY LEESBURG",58,"mid",25,5,15,5,0,51,87.9310344827586
"2132","LAKE",9013,"LAKE COUNTY ACER PROGRAM",0,"pk",0,0,0,0,0,0,NA
"2133","LAKE",9014,"NON SCHOOL PK",29,"pk",14,3,5,4,0,0,0
"2134","LAKE",9018,"ALEE ACADEMY CHARTER SCHOOL",270,"high",297,142,102,43,1,146,54.0740740740741
"2135","LAKE",9020,"HUMANITIES AND FINE ARTS CHART",136,"elem",136,28,53,46,1,120,88.2352941176471
"2136","LAKE",9022,"ALTERNATIVE EDUCATIONAL DEVELO",11,"high",10,4,1,4,0,0,0
"2137","LAKE",9028,"ALTOONA SCHOOL",251,"elem",258,222,1,23,0,163,64.9402390438247
"2138","LAKE",9029,"MILESTONES COMMUNITY SCHOOL",205,"elem",220,121,70,13,4,135,65.8536585365854
"2139","LAKE",9031,"IMAGINE SCHOOLS AT SOUTH LAKE",1013,"elem",1007,632,97,193,52,0,0
"2140","LEE",81,"ALLEN PARK ELEMENTARY SCHOOL",897,"elem",941,435,223,203,55,417,46.4882943143813
"2141","LEE",91,"THE ALVA SCHOOL",936,"mid",975,731,41,182,3,620,66.2393162393162
"2142","LEE",93,"RIVER HALL ELEMENTARY SCHOOL",950,"elem",911,458,125,297,8,718,75.5789473684211
"2143","LEE",121,"BONITA SPRINGS ELEMENTARY SCH0",450,"elem",461,26,0,433,1,435,96.6666666666667
"2144","LEE",131,"CAPE ELEMENTARY SCHOOL",737,"elem",756,474,25,211,18,433,58.7516960651289
"2145","LEE",133,"CHALLENGER MIDDLE SCHOOL",1086,"mid",1088,659,59,318,15,675,62.1546961325967
"2146","LEE",141,"CYPRESS LAKE MIDDLE SCHOOL",778,"mid",836,476,142,181,14,390,50.1285347043702
"2147","LEE",152,"LEE ADOLESCENT MOTHERS PROGRAM",97,"high",68,11,24,32,0,95,97.9381443298969
"2148","LEE",161,"PAUL LAURENCE DUNBAR MIDDLE SC",967,"mid",909,258,335,264,20,733,75.8014477766287
"2149","LEE",162,"RAY V. POTTORF ELEMENTARY SCHO",680,"elem",687,93,334,220,5,640,94.1176470588235
"2150","LEE",181,"EDGEWOOD ACADEMY",534,"elem",541,65,123,339,0,513,96.0674157303371
"2151","LEE",191,"EDISON PARK CREATIVE AND EXPRE",369,"elem",367,163,122,60,5,199,53.929539295393
"2152","LEE",201,"FT. MYERS BEACH ELEM. SCHOOL",138,"elem",117,94,1,17,3,70,50.7246376811594
"2153","LEE",211,"FORT MYERS MIDDLE ACADEMY",448,"mid",446,72,214,142,6,418,93.3035714285714
"2154","LEE",221,"FORT MYERS HIGH SCHOOL",1896,"high",1921,1215,283,282,94,657,34.6518987341772
"2155","LEE",231,"HARNS MARSH ELEMENTARY SCHOOL",980,"elem",979,173,198,576,7,891,90.9183673469388
"2156","LEE",241,"LEHIGH SENIOR HIGH SCHOOL",1820,"high",1884,381,548,888,19,1433,78.7362637362637
"2157","LEE",242,"VARSITY LAKES MIDDLE SCHOOL",999,"mid",1050,234,288,490,25,780,78.0780780780781
"2158","LEE",251,"FRANKLIN PARK ELEMENTARY SCHOO",422,"elem",424,19,328,61,0,401,95.0236966824644
"2159","LEE",261,"J. COLIN ENGLISH ELEM. SCHOOL",412,"elem",445,192,49,178,5,384,93.2038834951456
"2160","LEE",291,"G. WEAVER HIPPS ELEMENTARY SCH",748,"elem",779,170,135,428,5,654,87.4331550802139
"2161","LEE",301,"LEHIGH ELEMENTARY SCHOOL",1091,"elem",1191,335,225,580,10,915,83.8680109990834
"2162","LEE",311,"NORTH FORT MYERS HIGH SCHOOL",1608,"high",1673,1229,78,285,32,745,46.3308457711443
"2163","LEE",321,"ORANGE RIVER ELEMENTARY SCHOOL",799,"elem",810,88,82,625,3,760,95.1188986232791
"2164","LEE",331,"ORANGEWOOD ELEMENTARY SCHOOL",574,"elem",602,130,234,191,17,457,79.616724738676
"2165","LEE",341,"PINE ISLAND ELEMENTARY SCHOOL",232,"elem",237,152,0,78,4,156,67.2413793103448
"2166","LEE",351,"LEXINGTON MIDDLE SCHOOL",952,"mid",1017,548,119,293,32,492,51.6806722689076
"2167","LEE",361,"THE SANIBEL SCHOOL",332,"elem",324,279,4,26,6,43,12.9518072289157
"2168","LEE",371,"MIRROR LAKES ELEMENTARY SCHOOL",1055,"elem",1092,241,246,551,11,937,88.8151658767772
"2169","LEE",381,"TICE ELEMENTARY SCHOOL",483,"elem",498,31,47,416,0,469,97.1014492753623
"2170","LEE",382,"OAK HAMMOCK MIDDLE SCHOOL",1100,"mid",1183,330,186,634,9,940,85.4545454545455
"2171","LEE",391,"TROPIC ISLES ELEMENTARY SCHOOL",898,"elem",952,561,74,253,15,737,82.0712694877506
"2172","LEE",401,"VILLAS ELEMENTARY SCHOOL",798,"elem",801,154,109,505,6,719,90.1002506265664
"2173","LEE",421,"HEIGHTS ELEMENTARY SCHOOL",1134,"elem",1172,644,86,367,39,614,54.1446208112875
"2174","LEE",431,"PINEWOODS ELEMENTARY SCHOOL",965,"elem",1009,585,11,376,20,454,47.0466321243523
"2175","LEE",461,"PATRIOT ELEMENTARY SCHOOL",671,"elem",631,323,56,209,9,513,76.4530551415797
"2176","LEE",471,"TREELINE ELEMENTARY SCHOOL",986,"elem",1011,300,241,398,37,729,73.9350912778905
"2177","LEE",491,"ISLAND COAST HIGH SCHOOL",1532,"high",1538,810,153,526,16,1155,75.3916449086162
"2178","LEE",511,"SOUTH FORT MYERS HIGH SCHOOL",1826,"high",1938,709,409,735,24,1159,63.4720700985761
"2179","LEE",521,"BAYSHORE ELEMENTARY SCHOOL",627,"elem",614,367,44,187,4,449,71.6108452950558
"2180","LEE",531,"CYPRESS LAKE HIGH SCHOOL",1472,"high",1537,803,290,364,32,802,54.4836956521739
"2181","LEE",552,"ALTERNATIVE LEARNING CENTER CE",152,"high",129,32,52,42,0,127,83.5526315789474
"2182","LEE",561,"TANGLEWOOD ELEMENTARY SCHOOL",743,"elem",753,376,120,215,26,460,61.9111709286676
"2183","LEE",571,"CALOOSA ELEMENTARY SCHOOL",902,"elem",908,411,54,396,24,589,65.2993348115299
"2184","LEE",572,"CALOOSA MIDDLE SCHOOL",912,"mid",900,455,93,307,13,663,72.6973684210526
"2185","LEE",582,"HARNS MARSH MIDDLE SCHOOL",1055,"mid",1126,233,262,581,10,909,86.1611374407583
"2186","LEE",591,"RIVERDALE HIGH SCHOOL",1942,"high",2044,1247,166,557,33,1026,52.832131822863
"2187","LEE",592,"JAMES STEPHENS INTERNATIONAL A",692,"elem",532,35,309,179,2,661,95.5202312138728
"2188","LEE",597,"TORTUGA PRESERVE ELEMENTARY SC",901,"elem",954,220,228,462,8,741,82.2419533851276
"2189","LEE",601,"NORTH FORT MYERS ACADEMY FOR T",1031,"mid",1096,661,67,315,13,738,71.5809893307468
"2190","LEE",611,"BONITA SPRINGS MIDDLE CENTER F",790,"mid",825,284,13,506,16,598,75.6962025316456
"2191","LEE",621,"CAPE CORAL HIGH SCHOOL",1658,"high",1654,858,149,536,53,1023,61.7008443908323
"2192","LEE",631,"SAN CARLOS PARK ELEMENTARY SCH",832,"elem",896,356,65,437,13,618,74.2788461538462
"2193","LEE",641,"PELICAN ELEMENTARY SCHOOL",908,"elem",896,550,19,275,14,539,59.3612334801762
"2194","LEE",651,"ROYAL PALM EXCEPTIONAL SCHOOL",144,"elem",68,26,27,13,0,131,90.9722222222222
"2195","LEE",653,"PACE SCHOOL FOR GIRLS",45,"mid",31,9,5,16,0,34,75.5555555555556
"2196","LEE",661,"SOUTHWEST FLORIDA JUVENILE DET",46,"high",46,30,10,5,0,20,43.4782608695652
"2197","LEE",663,"AMIKIDS SOUTHWEST FLORIDA",33,"high",15,6,4,4,0,20,60.6060606060606
"2198","LEE",667,"LEE COUNTY JAIL",46,"high",0,0,0,0,0,16,34.7826086956522
