Lunch Status,,,,,,,,
"School Year 2013-14, Survey 2 Data, Final (as of 05/11/14)",,,,,,,,
DISTRICT/SCHOOL TOTALS,,,,,,,,
An asterisk (*) replaces data when the cohort is fewer than ten students. A blank cell indicates no students in the cohort.,,,,,,,,
, ,,,,,,,
District Number,District Name,School Number,School Name,Total Members,#Free ,#Reduced Priced  ,#Provision 2,#Direct Cert
42,MARION,0571,SUNRISE ELEMENTARY SCHOOL,761,,,,425
42,MARION,0581,EVERGREEN ELEMENTARY SCHOOL,568,*,,,357
42,MARION,0591,HARBOUR VIEW ELEMENTARY SCHOOL,739,,,,361
42,MARION,0611,MAPLEWOOD ELEMENTARY SCHOOL,733,,,,303
42,MARION,0621,ROMEO ELEMENTARY SCHOOL,749,,,,395
42,MARION,0631,BELLEVIEW MIDDLE SCHOOL,"1,009",571,70,,
42,MARION,0641,DUNNELLON ELEMENTARY SCHOOL,680,,,,296
42,MARION,0651,COLLEGE PARK ELEMENTARY SCHOOL,750,,,,475
42,MARION,0661,BELLEVIEW HIGH SCHOOL,"1,534",714,122,,
42,MARION,0671,GREENWAY ELEMENTARY SCHOOL,674,,,,306
42,MARION,0681,SADDLEWOOD ELEMENTARY SCHOOL,868,,,,357
42,MARION,0691,LIBERTY MIDDLE SCHOOL,"1,108",606,107,,
42,MARION,0701,WEST PORT HIGH SCHOOL,"2,544","1,237",205,,
42,MARION,0711,HAMMETT BOWEN JR. ELEMENTARY S,760,,,,281
42,MARION,0721,HORIZON ACADEMY AT MARION OAKS,816,600,91,,*
42,MARION,0731,MARION OAKS ELEMENTARY SCHOOL,755,,,,351
42,MARION,0741,LEGACY ELEMENTARY SCHOOL,577,*,,,296
42,MARION,7004,MARION VIRTUAL FRANCHISE,47,*,*,,
42,MARION,7023,MARION ELEARNING,21,*,,,
42,MARION,9346,STUDENT SERVICES/ESE,26,*,,,
42,MARION,9401,MARION TECHNICAL INSTITUTE,*,,,,
42,MARION,9412,COMMUNITY TECH & ADULT ED. CTR,19,*,,,
42,MARION,9618,SILVER RIVER MENTORING AND INS,224,162,*,,
42,MARION,9670,MARION CHARTER SCHOOL,191,*,,,96
42,MARION,9680,MCINTOSH AREA SCHOOL,84,,,,24
42,MARION,9690,FRANCIS MARION MILITARY ACADEM,155,83,10,,
42,MARION,9721,MARION JUVENILE CORRECTION,36,*,,,
42,MARION,9722,MARION REG. JUVENILE DET. CTR,28,*,,,
42,MARION,9724,MCSO JUVENILES,10,*,,,
42,MARION,9727,ARC BIRTH-22,37,,,,
42,MARION,9731,KINGSBURY ACADEMY,130,109,*,,
42,MARION,9733,PREK SPEECH AND LANGUAGE STUDE,55,,,,
42,MARION,9734,"PACE CENTER FOR GIRLS, INC.",57,38,*,,
42,MARION,9736,DROP BACK IN ACADEMY,162,80,*,,
42,MARION,9737,MCSO ADULTS,*,,,,
43,MARTIN,9999,DISTRICT RECORD,*,"5,555",736,"1,180",712
43,MARTIN,0021,STUART MIDDLE SCHOOL,952,304,49,,
43,MARTIN,0025,SEA WIND ELEMENTARY SCHOOL,687,322,29,,
43,MARTIN,0031,MARTIN COUNTY HIGH SCHOOL,"2,089",657,89,,
43,MARTIN,0051,J. D. PARKER SCHOOL OF TECHNOL,699,487,26,,
43,MARTIN,0061,PALM CITY ELEMENTARY SCHOOL,645,100,14,,
43,MARTIN,0069,INFANT-TODDLERS EXCEPTIONAL ED,10,*,,,
43,MARTIN,0070,SANDY PINES,94,,,,
43,MARTIN,0071,ESE HOMEBOUND,19,*,,,
43,MARTIN,0073,SPECTRUM JUNIOR/SENIOR HIGH SC,59,39,*,,
43,MARTIN,0080,PROJECT SEARCH,12,,,,
43,MARTIN,0081,MURRAY MIDDLE SCHOOL,798,305,43,,
43,MARTIN,0101,PORT SALERNO ELEMENTARY SCHOOL,790,,,,464
43,MARTIN,0111,HOBE SOUND ELEMENTARY SCHOOL,664,294,35,,
43,MARTIN,0131,WARFIELD ELEMENTARY SCHOOL,720,,,720,
43,MARTIN,0133,TEEN PARENT INDIANTOWN,*,,,,
43,MARTIN,0211,JENSEN BEACH ELEMENTARY SCHOOL,597,229,39,,
43,MARTIN,0221,INDIANTOWN MIDDLE SCHOOL,460,,,460,
43,MARTIN,0241,SOUTH FORK HIGH SCHOOL,"1,900",637,88,,
43,MARTIN,0291,PINEWOOD ELEMENTARY SCHOOL,740,444,47,,
43,MARTIN,0294,CHALLENGER SCHOOL,32,24,*,,
43,MARTIN,0301,CRYSTAL LAKE ELEMENTARY SCHOOL,558,181,26,,
43,MARTIN,0321,HIDDEN OAKS MIDDLE SCHOOL,"1,050",145,28,,
43,MARTIN,0331,BESSEY CREEK ELEMENTARY SCHOOL,541,82,16,,
43,MARTIN,0341,FELIX A WILLIAMS ELEM SCHOOL,659,202,23,,
43,MARTIN,0351,JENSEN BEACH HIGH SCHOOL,"1,749",404,69,,
43,MARTIN,0361,DR. DAVID L. ANDERSON MIDDLE S,933,448,60,,
43,MARTIN,0371,CITRUS GROVE ELEMENTARY,590,127,33,,
43,MARTIN,0400,CLARK ADVANCED LEARNING CENTER,241,41,14,,
43,MARTIN,0410,THE HOPE CHARTER CENTER FOR AU,29,,,,
43,MARTIN,5003,PREKINDERGARTEN PROGRAMS,249,,,,248
43,MARTIN,5004,PK EARLY INTERVENTION,194,49,*,,
43,MARTIN,9073,MARTIN COUNTY GIRLS ACADEMY,24,24,,,
44,MONROE,9999,DISTRICT RECORD,"8,489","3,293",594,,
44,MONROE,0041,CORAL SHORES HIGH SCHOOL,738,192,55,,
44,MONROE,0101,KEY WEST HIGH SCHOOL,"1,201",338,62,,
44,MONROE,0106,KEYS CENTER,15,12,*,,
44,MONROE,0111,HORACE O'BRYANT SCHOOL,"1,030",564,96,,
44,MONROE,0131,MARATHON SCHOOL,636,280,67,,
44,MONROE,0151,ACADEMIC CONNECTIONS FOR EXCEL,13,10,*,,
44,MONROE,0161,POINCIANA ELEMENTARY SCHOOL,657,269,51,,
44,MONROE,0201,SUGARLOAF SCHOOL,563,208,46,,
44,MONROE,0251,STANLEY SWITLIK ELEM. SCHOOL,530,337,39,,
44,MONROE,0291,KEY LARGO SCHOOL,890,441,64,,
44,MONROE,0294,MONROE JUVENILE DETENTION CENT,*,*,,,
44,MONROE,0295,HURRICANE ISLAND OUTWARD BOUND,*,,,,
44,MONROE,0311,GERALD ADAMS ELEMENTARY SCHOOL,542,371,39,,
44,MONROE,0321,PLANTATION KEY SCHOOL,455,155,30,,
44,MONROE,0341,SIGSBEE CHARTER SCHOOL,519,19,14,,
44,MONROE,0351,KEY WEST MONTESSORI CHARTER SC,119,*,,,
44,MONROE,0371,TREASURE VILLAGE MONTESSORI CH,219,17,*,,
44,MONROE,0381,OCEAN STUDIES CHARTER,98,*,*,,
44,MONROE,0382,KEY WEST COLLEGIATE SCHOOL,67,18,*,,
44,MONROE,0391,BIG PINE ACADEMY,187,48,16,,
44,MONROE,7004,MONROE VIRTUAL FRANCHISE,*,,,,
45,NASSAU,9999,DISTRICT RECORD,"11,156",*,834,,
45,NASSAU,0031,FERNANDINA BEACH MIDDLE SCHOOL,624,186,33,,
45,NASSAU,0071,SOUTHSIDE ELEMENTARY SCHOOL,570,252,31,,
45,NASSAU,0081,EMMA LOVE HARDEE ELEMENTARY,613,219,30,,
45,NASSAU,0102,YULEE ELEMENTARY SCHOOL,808,315,77,,
45,NASSAU,0121,CALLAHAN ELEMENTARY SCHOOL,585,256,50,,
45,NASSAU,0131,CALLAHAN MIDDLE SCHOOL,806,297,68,,
45,NASSAU,0151,HILLIARD MIDDLE-SENIOR HIGH,787,325,64,,
45,NASSAU,0181,BRYCEVILLE ELEMENTARY SCHOOL,210,70,14,,
45,NASSAU,0191,WEST NASSAU COUNTY HIGH SCHOOL,"1,027",285,78,,
45,NASSAU,0221,YULEE MIDDLE SCHOOL,878,342,74,,
45,NASSAU,0231,YULEE HIGH SCHOOL,"1,136",367,83,,
45,NASSAU,0241,HILLIARD ELEMENTARY SCHOOL,748,389,56,,
45,NASSAU,0261,CALLAHAN INTERMEDIATE SCHOOL,591,274,58,,
45,NASSAU,0271,YULEE PRIMARY SCHOOL,866,352,72,,
45,NASSAU,0291,FERNANDINA BEACH HIGH SCHOOL,900,231,46,,
45,NASSAU,7001,NASSAU VIRTUAL INSTRUCTION PRO,*,,,,
45,NASSAU,7004,NASSAU VIRTUAL FRANCHISE,*,*,,,
45,NASSAU,7023,NASSAU VIRTUAL INSTRUC PROG(DI,*,,,,
46,OKALOOSA,9999,DISTRICT RECORD,"30,216","10,512","2,095",,
46,OKALOOSA,0031,ANNETTE P. EDWINS ELEM. SCHOOL,424,281,26,,
46,OKALOOSA,0041,BAKER SCHOOL,"1,383",585,72,,
46,OKALOOSA,0051,BOB SIKES ELEMENTARY SCHOOL,880,340,91,,
46,OKALOOSA,0082,CLIFFORD MEIGS MIDDLE SCHOOL,529,201,54,,
46,OKALOOSA,0092,SHOAL RIVER MIDDLE SCHOOL,859,275,80,,
46,OKALOOSA,0121,C. W. RUCKEL MIDDLE SCHOOL,990,151,35,,
46,OKALOOSA,0131,DESTIN ELEMENTARY SCHOOL,811,265,50,,
46,OKALOOSA,0151,LULA J. EDGE ELEMENTARY SCHOOL,575,183,36,,
46,OKALOOSA,0161,EGLIN ELEMENTARY SCHOOL,486,66,73,,
46,OKALOOSA,0201,LAUREL HILL SCHOOL,434,224,38,,
46,OKALOOSA,0211,NICEVILLE SENIOR HIGH SCHOOL,"1,958",217,64,,
46,OKALOOSA,0222,NORTHWOOD ELEMENTARY SCHOOL,744,356,72,,
46,OKALOOSA,0241,SILVER SANDS-EXCEP. CHILDREN,137,69,11,,
46,OKALOOSA,0251,RIVERSIDE ELEMENTARY SCHOOL,934,418,114,,
46,OKALOOSA,0271,W. C. PRYOR MIDDLE SCHOOL,627,339,36,,
46,OKALOOSA,0281,WRIGHT ELEMENTARY SCHOOL,619,439,40,,
46,OKALOOSA,0431,SHALIMAR ELEMENTARY SCHOOL,623,350,51,,
46,OKALOOSA,0541,ELLIOTT POINT ELEMENTARY SCHL,623,391,39,,
46,OKALOOSA,0561,MARY ESTHER ELEMENTARY SCHOOL,634,341,68,,
46,OKALOOSA,0571,JAMES E PLEW ELEMENTARY SCHL,717,171,38,,
46,OKALOOSA,0581,CHOCTAWHATCHEE SENIOR HIGH SCH,"1,614",444,92,,
46,OKALOOSA,0601,CRESTVIEW HIGH SCHOOL,"1,990",531,128,,
46,OKALOOSA,0621,KENWOOD ELEMENTARY SCHOOL,608,288,36,,
46,OKALOOSA,0631,FLOROSA ELEMENTARY SCHOOL,564,222,72,,
46,OKALOOSA,0641,FT. WALTON BEACH HIGH SCHOOL,"1,744",453,94,,
46,OKALOOSA,0651,MAX BRUNER JUNIOR MIDDLE SCHL,806,398,71,,
46,OKALOOSA,0671,ADDIE R. LEWIS SCHOOL,623,187,67,,
46,OKALOOSA,0681,LONGWOOD ELEMENTARY SCHOOL,619,386,52,,
46,OKALOOSA,0701,CHOICE HIGH SCHOOL AND TECHNIC,306,159,10,,
46,OKALOOSA,0721,OKALOOSA STEMM CENTER,135,15,*,,
46,OKALOOSA,0731,WALKER ELEMENTARY SCHOOL,719,361,64,,
46,OKALOOSA,0741,BLUEWATER ELEMENTARY SCHOOL,875,103,16,,
46,OKALOOSA,0751,ANTIOCH ELEMENTARY SCHOOL,869,213,93,,
46,OKALOOSA,0761,DAVIDSON MIDDLE SCHOOL,919,377,84,,
46,OKALOOSA,0771,DESTIN MIDDLE SCHOOL,654,162,18,,
46,OKALOOSA,0791,EMERALD COAST CAREER INSTITUTE,37,25,,,
46,OKALOOSA,0801,RICHBOURG SCHOOL,59,23,*,,
46,OKALOOSA,0811,SOUTHSIDE CENTER,219,88,34,,
46,OKALOOSA,7001,OKALOOSA VIRTUAL INSTRUCTION P,27,*,*,,
46,OKALOOSA,7023,OKALOOSA ONLINE NON FRANCHISED,131,37,*,,
46,OKALOOSA,9800,OKALOOSA ACADEMY,285,177,*,,
46,OKALOOSA,9805,COLLEGIATE HIGH AT NORTHWEST F,283,27,*,,
46,OKALOOSA,9807,LIZA JACKSON PREPARATORY SCHOO,823,120,38,,
46,OKALOOSA,9810,GULF COAST YOUTH ACADEMY,18,,,,
46,OKALOOSA,9811,OKALOOSA YOUTH DEVELOPMENT CTR,32,,,,
46,OKALOOSA,9812,OKALOOSA YOUTH ACADEMY,61,,,,
46,OKALOOSA,9813,OKALOOSA REGIONAL DETENTION,14,*,,,
46,OKALOOSA,9815,AMI KIDS EMERALD COAST,24,14,*,,
46,OKALOOSA,9818,NORTHWEST FLORIDA BALLET ACADE,144,26,*,,
46,OKALOOSA,9819,ADJUDICATED YOUTH FACILITY,27,*,,,
47,OKEECHOBEE,9999,DISTRICT RECORD,*,"4,355",*,,
47,OKEECHOBEE,0021,OKEECHOBEE FRESHMAN CAMPUS,466,273,36,,
47,OKEECHOBEE,0031,CENTRAL ELEMENTARY SCHOOL,593,447,32,,
47,OKEECHOBEE,0101,OKEECHOBEE HIGH SCHOOL,"1,240",643,97,,
47,OKEECHOBEE,0112,SOUTH ELEMENTARY SCHOOL,461,316,33,,
47,OKEECHOBEE,0113,OKEECHOBEE ACHIEVEMENT ACADEMY,65,41,*,,
47,OKEECHOBEE,0121,YEARLING MIDDLE SCHOOL,697,505,44,,
47,OKEECHOBEE,0161,NORTH ELEMENTARY SCHOOL,596,407,40,,
47,OKEECHOBEE,0171,EVERGLADES ELEMENTARY SCHOOL,652,525,40,,
47,OKEECHOBEE,0181,SEMINOLE ELEMENTARY SCHOOL,640,543,33,,
47,OKEECHOBEE,0201,OSCEOLA MIDDLE SCHOOL,871,544,75,,
47,OKEECHOBEE,8017,OKEECHOBEE INTENSIVE HALFWAY H,33,32,,,
47,OKEECHOBEE,9004,STUDENT SERV./SPECIAL PROGRAMS,*,,,,
47,OKEECHOBEE,9101,TANTIE JUVENILE RESIDENTIAL FA,61,61,,,
47,OKEECHOBEE,9106,CYPRESS JUVENILE RESIDENTIAL F,18,18,,,
48,ORANGE,9999,DISTRICT RECORD,"187,092","68,574","9,652","32,228","3,884"
48,ORANGE,0011,HOSPITAL HOMEBOUND,277,19,,,
48,ORANGE,0031,LA AMISTAD,48,,,,
48,ORANGE,0032,ESTEEM ACADEMY,47,,,47,
48,ORANGE,0034,UCP TRANSITIONAL LEARNING ACAD,33,17,*,,
48,ORANGE,0040,PROSPERITAS LEADERSHIP ACADEMY,191,149,*,,
48,ORANGE,0041,FLORIDA MALL EDUCATION CENTER,34,,,,
48,ORANGE,0042,BETA,193,145,*,,
48,ORANGE,0043,UNIVERSITY BEHAVIORAL CENTER,61,*,,,
48,ORANGE,0053,PASSPORT CHARTER,181,129,16,,
48,ORANGE,0055,PRINCETON HOUSE CHARTER,158,37,*,,
48,ORANGE,0056,LAKE EOLA CHARTER,219,,,,
48,ORANGE,0061,HOPE CHARTER,415,,,,
48,ORANGE,0062,NAP FORD COMMUNITY CHARTER,163,136,*,,
48,ORANGE,0065,UCP CHARTER,234,124,*,,
48,ORANGE,0070,UCP PINE HILLS CHARTER,65,47,,,
48,ORANGE,0072,OAKLAND AVENUE CHARTER,519,,,,
48,ORANGE,0074,WORKFORCE ADVANTAGE ACADEMY CH,229,,,,
48,ORANGE,0084,SHEELER HIGH CHARTER,490,,,,
48,ORANGE,0085,CHANCERY HIGH CHARTER,512,,,,
48,ORANGE,0089,ORLANDO SCIENCE MIDDLE HIGH CH,515,124,39,,
48,ORANGE,0090,UCP EAST CHARTER,255,93,*,,
48,ORANGE,0101,AMIKIDS ORLANDO,42,*,,,
48,ORANGE,0111,BOONE HIGH,"2,896","1,062",159,,
48,ORANGE,0113,PROJECT COMPASS,30,28,,,
48,ORANGE,0114,YOUTHFUL OFFENDERS PROGRAM,29,,,,
48,ORANGE,0119,LEGACY HIGH CHARTER,172,,,,
48,ORANGE,0120,ALOMA HIGH CHARTER,443,*,,,
48,ORANGE,0121,EDGEWATER HIGH,"1,656",838,71,,
48,ORANGE,0122,TRANSITION CENTER,84,67,*,,
48,ORANGE,0123,DROP BACK IN,572,281,13,,
48,ORANGE,0128,UNIVERSAL EDUCATION CENTER,30,,,,
48,ORANGE,0131,HOWARD MIDDLE,971,584,63,,
48,ORANGE,0133,CORNERSTONE ACADEMY CHARTER,901,,,,
48,ORANGE,0141,LAKEVILLE ELEMENTARY,879,573,70,,
48,ORANGE,0142,CHEROKEE,48,,,48,
48,ORANGE,0146,CORNERSTONE CHARTER ACADEMY HI,316,,,,
48,ORANGE,0149,CENTRAL FLORIDA LEADERSHIP ACA,183,85,12,,
48,ORANGE,0151,MEMORIAL MIDDLE,821,,,821,
48,ORANGE,0152,INNOVATIONS MIDDLE CHARTER,214,169,*,,
48,ORANGE,0155,PINECREST PREPARATORY CHARTER,209,96,*,,
48,ORANGE,0156,CYPRESS SPRINGS ELEMENTARY,734,249,60,,
48,ORANGE,0163,ASPIRE ACADEMY CHARTER,106,91,*,,
48,ORANGE,0172,MONTESSORI OF WINTER GARDEN CH,166,,,,
48,ORANGE,0177,ACCESS CHARTER,100,,,,
48,ORANGE,0181,FERN CREEK ELEMENTARY,353,,,353,
48,ORANGE,0182,KIDS COMMUNITY COLLEGE CHARTER,122,,,,
48,ORANGE,0183,UCP TRANSITIONAL LEARNING ACAD,31,13,,,
48,ORANGE,0185,RENAISSANCE CHARTER SCHOOL AT,887,*,,,
48,ORANGE,0191,GRAND AVENUE PRIMARY LEARNING,284,,,284,
48,ORANGE,0200,ORLANDO SCIENCE ELEMENTARY CHA,261,66,16,,
48,ORANGE,0201,HILLCREST ELEMENTARY,462,150,12,,
48,ORANGE,0202,SUNSHINE HIGH CHARTER,488,*,,,
48,ORANGE,0203,PINECREST CREEK CHARTER,235,,,,
48,ORANGE,0204,RENAISSANCE CHARTER SCHOOL AT,681,,,,
48,ORANGE,0211,KALEY ELEMENTARY,235,150,17,,
48,ORANGE,0212,OAKSHIRE ELEMENTARY,606,431,65,,
48,ORANGE,0213,LAWTON CHILES ELEMENTARY,700,489,70,,
48,ORANGE,0214,ENDEAVOR ELEMENTARY,661,312,39,,
48,ORANGE,0215,THREE POINTS ELEMENTARY,682,,,,504
48,ORANGE,0216,CITRUS ELEMENTARY,671,373,64,,
48,ORANGE,0217,CAMELOT ELEMENTARY,626,288,42,,
48,ORANGE,0221,LAKE COMO ELEMENTARY,270,175,15,,
48,ORANGE,0222,AVALON ELEMENTARY,943,169,48,,
48,ORANGE,0231,PINELOCH ELEMENTARY,819,,,819,
48,ORANGE,0232,WEST CREEK ELEMENTARY,669,199,63,,
48,ORANGE,0235,THORNEBROOKE ELEMENTARY,750,160,25,,
48,ORANGE,0236,EAGLES NEST ELEMENTARY,676,,,676,
48,ORANGE,0241,LAKE GEM ELEMENTARY,902,727,60,,
48,ORANGE,0242,LEGACY MIDDLE,893,535,76,,
48,ORANGE,0245,FREEDOM MIDDLE,"1,036",707,114,,
48,ORANGE,0251,PRINCETON ELEMENTARY,492,164,24,,
48,ORANGE,0252,OCOEE HIGH,"2,373","1,268",162,,
48,ORANGE,0253,WEST OAKS ELEMENTARY,627,,,627,
48,ORANGE,0259,EAST LAKE ELEMENTARY,680,254,46,,
48,ORANGE,0261,RIVERDALE ELEMENTARY,693,508,48,,
48,ORANGE,0271,ORLO VISTA ELEMENTARY,566,,,566,
48,ORANGE,0282,APOPKA MIDDLE,"1,062",640,85,,
48,ORANGE,0301,LAKE GEORGE ELEMENTARY,597,366,59,,
48,ORANGE,0311,KILLARNEY ELEMENTARY,448,,,448,
48,ORANGE,0321,ANDOVER ELEMENTARY,765,329,88,,
48,ORANGE,0322,WHISPERING OAK ELEMENTARY SCHO,754,190,25,,
48,ORANGE,0342,OCOEE MIDDLE,"1,388",803,121,,
48,ORANGE,0352,LAKEVIEW MIDDLE,969,542,65,,
48,ORANGE,0361,TILDENVILLE ELEMENTARY,532,341,40,,
48,ORANGE,0381,HUNTERS CREEK MIDDLE,"1,081",398,119,,
48,ORANGE,0392,SILVER STAR CENTER,36,,,,34
48,ORANGE,0395,VILLAGE,14,*,,,
48,ORANGE,0401,PINEWOOD ELEMENTARY,620,,,620,
48,ORANGE,0411,PINE CASTLE ELEMENTARY,329,238,24,,
48,ORANGE,0421,LOCKHART ELEMENTARY,473,,,473,
48,ORANGE,0431,UNION PARK ELEMENTARY,540,385,50,,
48,ORANGE,0441,DEVEREUX TREATMENT PROGRAM,34,,,,
48,ORANGE,0461,ZELLWOOD ELEMENTARY,568,,,568,
48,ORANGE,0511,DILLARD STREET ELEMENTARY,750,513,42,,
48,ORANGE,0521,LAKE SILVER ELEMENTARY,674,412,15,,
48,ORANGE,0531,AUDUBON PARK ELEMENTARY,"1,190",405,45,,
48,ORANGE,0541,DREAM LAKE ELEMENTARY,824,486,63,,
48,ORANGE,0551,CONWAY ELEMENTARY,577,437,36,,
48,ORANGE,0561,LAKEMONT ELEMENTARY,677,320,33,,
48,ORANGE,0571,GLENRIDGE MIDDLE,"1,378",564,53,,
48,ORANGE,0581,LEE MIDDLE,964,696,63,,
48,ORANGE,0591,GATEWAY,60,40,*,,
48,ORANGE,0611,AZALEA PARK ELEMENTARY,610,502,25,,
48,ORANGE,0621,PINE HILLS ELEMENTARY,658,,,658,
48,ORANGE,0631,BLANKNER K-8,975,308,34,,
48,ORANGE,0641,ROCK LAKE ELEMENTARY,274,,,,220
48,ORANGE,0651,LAKE WESTON ELEMENTARY,577,,,577,
48,ORANGE,0661,COLONIAL HIGH,"3,357","2,290",283,,
48,ORANGE,0671,EVANS HIGH,"2,579","1,987",151,,
48,ORANGE,0681,ENGELWOOD ELEMENTARY,517,,,517,
48,ORANGE,0691,OAK RIDGE HIGH,"2,360",,,"2,360",
48,ORANGE,0701,CATALINA ELEMENTARY,659,,,659,
48,ORANGE,0711,CHENEY ELEMENTARY,506,423,24,,
48,ORANGE,0721,LOCKHART MIDDLE,810,,,810,
48,ORANGE,0731,MAITLAND MIDDLE,917,305,48,,
48,ORANGE,0741,CYPRESS PARK ELEMENTARY,254,,,254,
48,ORANGE,0751,BROOKSHIRE ELEMENTARY,612,181,23,,
48,ORANGE,0764,EXCEL HIGH,148,124,10,,
48,ORANGE,0771,NORTHLAKE PARK COMMUNITY ELEME,947,248,59,,
48,ORANGE,0781,DOVER SHORES ELEMENTARY,643,464,28,,
48,ORANGE,0791,MOLLIE RAY ELEMENTARY,528,,,,451
48,ORANGE,0801,DURRANCE ELEMENTARY,432,251,47,,
48,ORANGE,0811,TANGELO PARK ELEMENTARY,388,,,388,
48,ORANGE,0821,LOVELL ELEMENTARY,699,,,699,
48,ORANGE,0831,CHICKASAW ELEMENTARY,745,559,37,,
48,ORANGE,0841,SPRING LAKE ELEMENTARY,546,,,546,
48,ORANGE,0851,LANCASTER ELEMENTARY,853,,,853,
48,ORANGE,0861,ROLLING HILLS ELEMENTARY,675,,,675,
48,ORANGE,0871,BONNEVILLE ELEMENTARY,536,382,58,,
48,ORANGE,0881,HIAWASSEE ELEMENTARY,781,,,781,
48,ORANGE,0891,MCCOY ELEMENTARY,760,,,760,
48,ORANGE,0901,PERSHING ELEMENTARY,363,187,11,,
48,ORANGE,0911,UNION PARK MIDDLE,913,,,913,
48,ORANGE,0921,ROBINSWOOD MIDDLE,"1,279",,,"1,279",
48,ORANGE,0931,DR. PHILLIPS HIGH,"3,490","1,497",168,,
48,ORANGE,0941,CLARCONA ELEMENTARY,"1,055",675,67,,
48,ORANGE,0961,PALM LAKE ELEMENTARY,641,203,24,,
48,ORANGE,0971,VENTURA ELEMENTARY,769,,,,578
48,ORANGE,0981,ARBOR RIDGE K-8,745,286,52,,
48,ORANGE,0991,CLAY SPRINGS ELEMENTARY,760,438,42,,
48,ORANGE,1001,UNIVERSITY HIGH,"3,040","1,440",258,,
48,ORANGE,1011,ROCK SPRINGS ELEMENTARY,715,363,43,,
48,ORANGE,1021,METROWEST ELEMENTARY,"1,474",863,104,,
48,ORANGE,1031,SOUTHWEST MIDDLE,"1,189",527,53,,
48,ORANGE,1041,MEADOW WOODS ELEMENTARY,578,,,578,
48,ORANGE,1051,WATERBRIDGE ELEMENTARY,"1,080",712,111,,
48,ORANGE,1061,WINDY RIDGE K-8,"1,111",474,52,,
48,ORANGE,1071,BAY MEADOWS ELEMENTARY,580,165,20,,
48,ORANGE,1081,JOHN YOUNG ELEMENTARY,718,450,78,,
48,ORANGE,1091,WATERFORD ELEMENTARY,643,239,43,,
48,ORANGE,1111,JACKSON MIDDLE,"1,355","1,040",111,,
48,ORANGE,1121,DISCOVERY MIDDLE,954,346,63,,
48,ORANGE,1133,WESTRIDGE MIDDLE,"1,227",,,"1,227",
48,ORANGE,1141,LITTLE RIVER ELEMENTARY,465,,,465,
48,ORANGE,1151,WALKER MIDDLE,987,,,987,
48,ORANGE,1171,WINEGARD ELEMENTARY,704,,,704,
48,ORANGE,1181,DOMMERICH ELEMENTARY,584,108,17,,
48,ORANGE,1191,HUNTERS CREEK ELEMENTARY,853,281,75,,
48,ORANGE,1221,LAKE SYBELIA ELEMENTARY,580,267,41,,
48,ORANGE,1231,WINDERMERE ELEMENTARY,785,81,*,,
48,ORANGE,1241,MEADOWBROOK MIDDLE,"1,065",,,"1,065",
48,ORANGE,1251,RIVERSIDE ELEMENTARY,642,495,32,,
48,ORANGE,1261,SADLER ELEMENTARY,766,,,766,
48,ORANGE,1271,ROSEMONT ELEMENTARY,871,,,871,
48,ORANGE,1281,CORNER LAKE MIDDLE,"1,259",622,79,,
48,ORANGE,1282,APOPKA ELEMENTARY,737,486,39,,
48,ORANGE,1291,CHAIN OF LAKES MIDDLE,"1,320",752,93,,
48,ORANGE,1311,JUVENILE DETENTION,63,*,,,
48,ORANGE,1321,MAXEY ELEMENTARY,281,,,281,
48,ORANGE,1331,ORANGE CENTER ELEMENTARY,220,,,220,
48,ORANGE,1341,SOUTHWOOD ELEMENTARY,594,388,52,,
48,ORANGE,1351,HUNGERFORD ELEMENTARY,299,,,299,
48,ORANGE,1361,WHEATLEY ELEMENTARY,322,,,,286
48,ORANGE,1371,SUNRISE ELEMENTARY,472,64,40,,
48,ORANGE,1381,MEADOW WOODS MIDDLE,"1,070",765,126,,
48,ORANGE,1391,CONWAY MIDDLE,"1,031",589,77,,
48,ORANGE,1401,ALOMA ELEMENTARY,517,291,33,,
48,ORANGE,1411,WINTER PARK HIGH,"3,147",917,137,,
48,ORANGE,1421,IVEY LANE ELEMENTARY,391,,,,340
48,ORANGE,1431,RIDGEWOOD PARK ELEMENTARY,733,,,733,
48,ORANGE,1441,SHENANDOAH ELEMENTARY,577,274,36,,
48,ORANGE,1451,COLUMBIA ELEMENTARY,"1,145",538,69,,
48,ORANGE,1461,HIDDEN OAKS ELEMENTARY,487,285,33,,
48,ORANGE,1491,PALMETTO ELEMENTARY,"1,132",,,"1,132",
48,ORANGE,1501,OAK HILL ELEMENTARY,508,402,32,,
48,ORANGE,1511,WEST ORANGE HIGH,"3,749","1,091",165,,
48,ORANGE,1521,APOPKA HIGH,"3,005","1,359",202,,
48,ORANGE,1531,OCOEE ELEMENTARY,825,584,48,,
48,ORANGE,1541,PINAR ELEMENTARY,460,,,460,
48,ORANGE,1542,WEKIVA HIGH,"2,263","1,280",201,,
48,ORANGE,1551,LIBERTY MIDDLE,"1,036",778,83,,
48,ORANGE,1553,MILLENNIA ELEMENTARY,987,,,987,
48,ORANGE,1561,MAGNOLIA,142,,,142,
48,ORANGE,1562,WESTBROOKE ELEMENTARY,701,235,37,,
48,ORANGE,1571,LAKE WHITNEY ELEMENTARY,556,61,*,,
48,ORANGE,1582,MOSS PARK ELEMENTARY,"1,288",323,74,,
48,ORANGE,1591,DR. PHILLIPS ELEMENTARY,595,153,23,,
