Lunch Status,,,,,,,,
"School Year 2013-14, Survey 2 Data, Final (as of 05/11/14)",,,,,,,,
DISTRICT/SCHOOL TOTALS,,,,,,,,
An asterisk (*) replaces data when the cohort is fewer than ten students. A blank cell indicates no students in the cohort.,,,,,,,,
, ,,,,,,,
District Number,District Name,School Number,School Name,Total Members,#Free ,#Reduced Priced  ,#Provision 2,#Direct Cert
35,LAKE,0241,TREADWAY ELEMENTARY SCHOOL,925,516,73,,
35,LAKE,0251,OAK PARK MIDDLE SCHOOL,558,429,42,,
35,LAKE,0261,MINNEOLA ELEMENTARY SCHOOL,"1,018",466,70,,
35,LAKE,0271,ASTATULA ELEMENTARY SCHOOL,617,319,59,,
35,LAKE,0281,LOST LAKE ELEMENTARY SCHOOL,"1,001",323,91,,
35,LAKE,0291,LEESBURG ELEMENTARY SCHOOL,828,662,27,,
35,LAKE,0351,CARVER MIDDLE SCHOOL,844,556,63,,
35,LAKE,0382,GROVELAND ELEMENTARY SCHOOL,816,532,65,,
35,LAKE,0401,CLERMONT MIDDLE SCHOOL,744,332,71,,
35,LAKE,0411,MT. DORA MIDDLE SCHOOL,761,372,61,,
35,LAKE,0421,RIMES EARLY LEARN & LITERACY,208,158,12,,
35,LAKE,0481,WINDY HILL MIDDLE SCHOOL,"1,263",581,108,,
35,LAKE,0521,TRIANGLE ELEMENTARY SCHOOL,722,533,48,,
35,LAKE,0533,LAKE HILLS SCHOOL,182,99,19,,
35,LAKE,0536,LAKE ACADEMY EUSTIS,73,66,*,,
35,LAKE,0541,MASCOTTE ELEMENTARY SCHOOL,810,625,63,,
35,LAKE,0551,TAVARES ELEMENTARY SCHOOL,861,543,58,,
35,LAKE,0561,UMATILLA ELEMENTARY SCHOOL,654,380,45,,
35,LAKE,0571,UMATILLA MIDDLE SCHOOL,578,358,31,,
35,LAKE,0591,PINE RIDGE ELEMENTARY SCHOOL,863,345,49,,
35,LAKE,0597,CYPRESS RIDGE ELEM. SCHOOL,591,93,32,,
35,LAKE,0631,SPRING CREEK CHARTER SCHOOL,611,457,44,,
35,LAKE,0697,EUSTIS MIDDLE SCHOOL,"1,024",533,70,,
35,LAKE,0701,SOUTH LAKE HIGH SCHOOL,"1,588",652,109,,
35,LAKE,0801,EAST RIDGE HIGH SCHOOL,"2,121",819,185,,
35,LAKE,0901,LAKE MINNEOLA HIGH SCHOOL,"1,924",735,179,,
35,LAKE,7004,LAKE VIRTUAL FRANCHISE,116,*,*,,
35,LAKE,7023,LAKE VIRTUAL INSTRUC PROG (DIS,64,*,,,
35,LAKE,9004,NONSCHOOL EXCEPTIONAL ED.,27,,,,
35,LAKE,9010,LAKE ACADEMY LEESBURG,58,51,*,,
35,LAKE,9013,LAKE COUNTY ACER PROGRAM,*,,,,
35,LAKE,9014,NON SCHOOL PK,29,*,,,
35,LAKE,9018,ALEE ACADEMY CHARTER SCHOOL,270,132,14,,
35,LAKE,9020,HUMANITIES AND FINE ARTS CHART,136,110,10,,
35,LAKE,9022,ALTERNATIVE EDUCATIONAL DEVELO,11,*,,,
35,LAKE,9028,ALTOONA SCHOOL,251,146,17,,
35,LAKE,9029,MILESTONES COMMUNITY SCHOOL,205,120,15,,
35,LAKE,9031,IMAGINE SCHOOLS AT SOUTH LAKE,"1,013",,,,
36,LEE,9999,DISTRICT RECORD,"87,428","50,232","6,835",,
36,LEE,0081,ALLEN PARK ELEMENTARY SCHOOL,897,375,42,,
36,LEE,0091,THE ALVA SCHOOL,936,505,115,,
36,LEE,0093,RIVER HALL ELEMENTARY SCHOOL,950,617,101,,
36,LEE,0121,BONITA SPRINGS ELEMENTARY SCH0,450,425,10,,
36,LEE,0131,CAPE ELEMENTARY SCHOOL,737,369,64,,
36,LEE,0133,CHALLENGER MIDDLE SCHOOL,"1,086",528,147,,
36,LEE,0141,CYPRESS LAKE MIDDLE SCHOOL,778,334,56,,
36,LEE,0152,LEE ADOLESCENT MOTHERS PROGRAM,97,95,,,
36,LEE,0161,PAUL LAURENCE DUNBAR MIDDLE SC,967,657,76,,
36,LEE,0162,RAY V. POTTORF ELEMENTARY SCHO,680,603,37,,
36,LEE,0181,EDGEWOOD ACADEMY,534,496,17,,
36,LEE,0191,EDISON PARK CREATIVE AND EXPRE,369,175,24,,
36,LEE,0201,FT. MYERS BEACH ELEM. SCHOOL,138,70,*,,
36,LEE,0211,FORT MYERS MIDDLE ACADEMY,448,402,16,,
36,LEE,0221,FORT MYERS HIGH SCHOOL,"1,896",545,112,,
36,LEE,0231,HARNS MARSH ELEMENTARY SCHOOL,980,816,75,,
36,LEE,0241,LEHIGH SENIOR HIGH SCHOOL,"1,820","1,240",193,,
36,LEE,0242,VARSITY LAKES MIDDLE SCHOOL,999,704,76,,
36,LEE,0251,FRANKLIN PARK ELEMENTARY SCHOO,422,401,*,,
36,LEE,0261,J. COLIN ENGLISH ELEM. SCHOOL,412,367,17,,
36,LEE,0291,G. WEAVER HIPPS ELEMENTARY SCH,748,603,51,,
36,LEE,0301,LEHIGH ELEMENTARY SCHOOL,"1,091",824,91,,
36,LEE,0311,NORTH FORT MYERS HIGH SCHOOL,"1,608",580,165,,
36,LEE,0321,ORANGE RIVER ELEMENTARY SCHOOL,799,739,21,,
36,LEE,0331,ORANGEWOOD ELEMENTARY SCHOOL,574,421,36,,
36,LEE,0341,PINE ISLAND ELEMENTARY SCHOOL,232,143,13,,
36,LEE,0351,LEXINGTON MIDDLE SCHOOL,952,411,81,,
36,LEE,0361,THE SANIBEL SCHOOL,332,43,*,,
36,LEE,0371,MIRROR LAKES ELEMENTARY SCHOOL,"1,055",855,82,,
36,LEE,0381,TICE ELEMENTARY SCHOOL,483,469,*,,
36,LEE,0382,OAK HAMMOCK MIDDLE SCHOOL,"1,100",852,88,,
36,LEE,0391,TROPIC ISLES ELEMENTARY SCHOOL,898,667,70,,
36,LEE,0401,VILLAS ELEMENTARY SCHOOL,798,672,47,,
36,LEE,0421,HEIGHTS ELEMENTARY SCHOOL,"1,134",532,82,,
36,LEE,0431,PINEWOODS ELEMENTARY SCHOOL,965,407,47,,
36,LEE,0461,PATRIOT ELEMENTARY SCHOOL,671,426,87,,
36,LEE,0471,TREELINE ELEMENTARY SCHOOL,986,661,68,,
36,LEE,0491,ISLAND COAST HIGH SCHOOL,"1,532",972,183,,
36,LEE,0511,SOUTH FORT MYERS HIGH SCHOOL,"1,826",993,166,,
36,LEE,0521,BAYSHORE ELEMENTARY SCHOOL,627,399,50,,
36,LEE,0531,CYPRESS LAKE HIGH SCHOOL,"1,472",687,115,,
36,LEE,0552,ALTERNATIVE LEARNING CENTER CE,152,127,*,,
36,LEE,0561,TANGLEWOOD ELEMENTARY SCHOOL,743,414,46,,
36,LEE,0571,CALOOSA ELEMENTARY SCHOOL,902,494,95,,
36,LEE,0572,CALOOSA MIDDLE SCHOOL,912,547,116,,
36,LEE,0582,HARNS MARSH MIDDLE SCHOOL,"1,055",813,96,,
36,LEE,0591,RIVERDALE HIGH SCHOOL,"1,942",815,211,,
36,LEE,0592,JAMES STEPHENS INTERNATIONAL A,692,646,15,,
36,LEE,0597,TORTUGA PRESERVE ELEMENTARY SC,901,663,78,,
36,LEE,0601,NORTH FORT MYERS ACADEMY FOR T,"1,031",619,119,,
36,LEE,0611,BONITA SPRINGS MIDDLE CENTER F,790,534,64,,
36,LEE,0621,CAPE CORAL HIGH SCHOOL,"1,658",810,213,,
36,LEE,0631,SAN CARLOS PARK ELEMENTARY SCH,832,558,60,,
36,LEE,0641,PELICAN ELEMENTARY SCHOOL,908,460,79,,
36,LEE,0651,ROYAL PALM EXCEPTIONAL SCHOOL,144,131,*,,
36,LEE,0653,PACE SCHOOL FOR GIRLS,45,34,*,,
36,LEE,0661,SOUTHWEST FLORIDA JUVENILE DET,46,20,*,,
36,LEE,0663,AMIKIDS SOUTHWEST FLORIDA,33,20,*,,
36,LEE,0667,LEE COUNTY JAIL,46,16,*,,
36,LEE,0671,GULF MIDDLE SCHOOL,781,353,86,,
36,LEE,0672,GULF ELEMENTARY SCHOOL,"1,000",414,101,,
36,LEE,0681,SPRING CREEK ELEMENTARY SCHOOL,711,600,42,,
36,LEE,0682,SW FL ADDICTION SERVICES-THE V,20,13,,,
36,LEE,0691,LEHIGH ACRES MIDDLE SCHOOL,"1,054",876,61,,
36,LEE,0701,BUCKINGHAM EXCEPTIONAL STUDENT,93,66,*,,
36,LEE,0711,SUNSHINE ELEMENTARY SCHOOL,"1,155",913,96,,
36,LEE,0712,HECTOR A. CAFFERATA JR ELEMENT,736,496,85,,
36,LEE,0721,MARINER HIGH SCHOOL,"1,529",744,184,,
36,LEE,0722,MARINER MIDDLE SCHOOL,908,623,83,,
36,LEE,0731,ESTERO HIGH SCHOOL,"1,709",741,151,,
36,LEE,0734,RAYMA C. PAGE ELEMENTARY SCHOO,817,396,52,,
36,LEE,0741,THREE OAKS ELEMENTARY SCHOOL,825,240,63,,
36,LEE,0745,EAST LEE COUNTY HIGH SCHOOL,"1,750","1,362",126,,
36,LEE,0751,SKYLINE ELEMENTARY SCHOOL,869,552,80,,
36,LEE,0752,ALTERNATIVE LEARNING CENTER WE,52,32,*,,
36,LEE,0761,TRAFALGAR MIDDLE SCHOOL,855,361,93,,
36,LEE,0762,TRAFALGAR ELEMENTARY SCHOOL,829,318,69,,
36,LEE,0763,MANATEE ELEMENTARY SCHOOL,846,771,30,,
36,LEE,0771,DIPLOMAT ELEMENTARY SCHOOL,915,471,90,,
36,LEE,0772,DIPLOMAT MIDDLE SCHOOL,848,458,106,,
36,LEE,0781,COLONIAL ELEMENTARY SCHOOL,757,691,25,,
36,LEE,0791,DR CARRIE D ROBINSON LITTLETON,535,399,53,,
36,LEE,0801,HANCOCK CREEK ELEMENTARY SCHL,795,501,73,,
36,LEE,0811,GATEWAY ELEMENTARY SCHOOL,706,363,46,,
36,LEE,0821,THREE OAKS MIDDLE SCHOOL,953,413,87,,
36,LEE,0831,DUNBAR HIGH SCHOOL,"1,157",859,73,,
36,LEE,0851,VETERANS PARK ACADEMY FOR THE,"1,477",961,168,,
36,LEE,0861,IDA S. BAKER HIGH SCHOOL,"1,715",667,232,,
36,LEE,4100,THE ISLAND SCHOOL,35,*,,,
36,LEE,4102,BONITA SPRINGS CHARTER SCHOOL,"1,300",508,95,,
36,LEE,4103,GATEWAY CHARTER ELEMENTARY SCH,"1,196",685,110,,
36,LEE,4111,CAPE CORAL CHARTER SCHOOL,675,418,70,,
36,LEE,4121,GATEWAY CHARTER HIGH SCHOOL,721,344,41,,
36,LEE,4141,SIX MILE CHARTER ACADEMY,"1,261",394,13,,
36,LEE,4143,OASIS CHARTER ELEMENTARY SCHOO,887,116,,,
36,LEE,4151,CHRISTA MCAULIFFE CHARTER ELEM,736,156,*,,
36,LEE,4154,GOODWILL LIFE ACADEMY,39,*,,,
36,LEE,4155,EDISON COLLEGIATE HIGH SCHOOL,372,51,,,
36,LEE,4171,OASIS CHARTER MIDDLE SCHOOL,820,107,,,
36,LEE,4181,OASIS CHARTER HIGH SCHOOL,669,73,,,
36,LEE,4211,PIVOT CHARTER SCHOOL,254,94,*,,
36,LEE,4212,CITY OF PALMS CHARTER HIGH SCH,236,88,*,,
36,LEE,4231,CAPE CORAL PREPARATORY AND FIT,201,117,29,,
36,LEE,4241,FORT MYERS PREPARATORY AND FIT,247,172,18,,
36,LEE,4242,NORTH NICHOLAS HIGH SCHOOL,338,114,*,,
36,LEE,4251,CORONADO HIGH SCHOOL,497,189,*,,
36,LEE,4261,GATEWAY CHARTER INTERMEDIATE S,"1,070",497,80,,
36,LEE,4281,BONITA SPRINGS PREP AND FITNES,352,176,34,,
36,LEE,4302,DJB TECHNICAL ACADEMY,135,76,*,,
36,LEE,7004,LEE COUNTY VIRTUAL FRANCHISE,206,44,*,,
36,LEE,7023,LEE COUNTY VIRTUAL INSTRUCTION,74,22,,,
36,LEE,9123,EARLY CHILDHOOD LEARNING SERVI,294,288,*,,
36,LEE,9450,COUNTY WIDE EXCEPTIONAL CHILD,105,40,*,,
37,LEON,9999,DISTRICT RECORD,"33,747","5,660",877,,"6,923"
37,LEON,0021,LEON HIGH SCHOOL,"1,993",470,49,,
37,LEON,0031,KATE SULLIVAN ELEM. SCHOOL,831,355,50,,
37,LEON,0032,ELIZABETH COBB MIDDLE SCHOOL,866,399,55,,
37,LEON,0041,FRANK HARTSFIELD ELEM. SCHOOL,470,,,,283
37,LEON,0051,JAMES RICKARDS HIGH SCHOOL,"1,243",,,,562
37,LEON,0071,SABAL PALM ELEMENTARY SCHOOL,551,,,,426
37,LEON,0091,RUEDIGER ELEMENTARY SCHOOL,490,,,,326
37,LEON,0092,RAA MIDDLE SCHOOL,926,431,59,,
37,LEON,0131,WOODVILLE ELEMENTARY SCHOOL,426,,,,227
37,LEON,0161,AMOS P. GODBY HIGH SCHOOL,"1,179",,,,552
37,LEON,0171,OAK RIDGE ELEMENTARY SCHOOL,533,,,,376
37,LEON,0191,SECOND CHANCE AT GHAZVINI LEAR,92,,,,73
37,LEON,0204,SAIL,383,130,26,,
37,LEON,0222,GRIFFIN MIDDLE SCHOOL,541,,,,330
37,LEON,0231,JOHN G RILEY ELEMENTARY SCHOOL,608,,,,494
37,LEON,0291,R. FRANK NIMS MIDDLE SCHOOL,469,,,,334
37,LEON,0311,PINEVIEW ELEMENTARY SCHOOL,422,,,,305
37,LEON,0361,LIVELY TECHNICAL CENTER,30,19,*,,
37,LEON,0381,GILCHRIST ELEMENTARY SCHOOL,"1,001",194,30,,
37,LEON,0401,ASTORIA PARK ELEMENTARY SCHOOL,602,,,,378
37,LEON,0411,GRETCHEN EVERHART SCHOOL,194,115,11,,
37,LEON,0421,W T MOORE ELEMENTARY SCHOOL,543,242,32,,
37,LEON,0431,SEALEY ELEMENTARY SCHOOL,566,,,,230
37,LEON,0441,APALACHEE ELEMENTARY SCHOOL,589,,,,347
37,LEON,0451,FAIRVIEW MIDDLE SCHOOL,823,484,57,,
37,LEON,0452,PACE SECONDARY SCHOOL,69,,,,38
37,LEON,0481,KILLEARN LAKES ELEM. SCHOOL,895,97,15,,
37,LEON,0491,CHAIRES ELEMENTARY SCHOOL,444,213,25,,
37,LEON,0501,SPRINGWOOD ELEMENTARY SCHOOL,664,,,,335
37,LEON,0511,DESOTO TRAIL ELEMENTARY SCHOOL,666,103,14,,
37,LEON,0521,BUCK LAKE ELEMENTARY SCHOOL,711,68,17,,
37,LEON,0531,DEERLAKE MIDDLE SCHOOL,939,73,13,,
37,LEON,0561,FORT BRADEN ELEMENTARY SCHOOL,814,,,,446
37,LEON,1091,LINCOLN HIGH SCHOOL,"2,082",386,79,,
37,LEON,1131,HAWKS RISE ELEMENTARY SCHOOL,835,110,16,,
37,LEON,1141,LAWTON CHILES HIGH SCHOOL,"1,942",131,18,,
37,LEON,1151,SWIFT CREEK MIDDLE SCHOOL,759,176,32,,
37,LEON,1161,CANOPY OAKS ELEMENTARY SCHOOL,723,291,46,,
37,LEON,1171,ROBERTS ELEMENTARY SCHOOL,794,156,31,,
37,LEON,1181,BOND ELEMENTARY SCHOOL,685,,,,567
37,LEON,1201,WILLIAM J MONTFORD III MIDDLE,"1,085",202,41,,
37,LEON,1202,J MICHAEL CONLEY ELEM SCHOOL A,922,310,52,,
37,LEON,1211,SUCCESS ACADEMY AT GHAZVINI LE,254,,,,153
37,LEON,1401,C.K. STEELE-LEROY COLLINS ALL,47,12,*,,
37,LEON,1402,THE SCHOOL OF ARTS & SCIENCES,270,*,,,
37,LEON,1417,STARS MIDDLE SCHOOL,148,115,*,,
37,LEON,1421,IMAGINE SCHOOL AT EVENING ROSE,373,168,38,,
37,LEON,1431,CAPITAL CITY HIGH SCHOOL,206,35,*,,
37,LEON,1441,GOVERNOR'S CHARTER SCHOOL,694,148,62,,
37,LEON,1502,LEON CO JUVENILE DETENTION CTR,18,*,,,
37,LEON,1503,PACE CENTER FOR GIRLS,59,11,,,
37,LEON,1507,AMIKIDS,35,*,*,,
37,LEON,1519,LEON COUNTY JAIL,*,*,,,
37,LEON,7001,LEON COUNTY VIRTUAL INSTRUCTIO,*,*,,,
37,LEON,7004,LEON COUNTY VIRTUAL SCHOOL FRA,36,*,,,
37,LEON,9006,PREK,197,,,,141
38,LEVY,9999,DISTRICT RECORD,"5,506",,,,"2,355"
38,LEVY,0021,BRONSON MIDDLE/HIGH SCHOOL,550,,,,201
38,LEVY,0023,HILLTOP ALTERNATIVE SCHOOL,113,,,,59
38,LEVY,0024,SUMMIT ACADEMY,28,,,,12
38,LEVY,0041,CEDAR KEY HIGH SCHOOL,250,,,,110
38,LEVY,0051,CHIEFLAND MIDDLE HIGH SCHOOL,777,,,,230
38,LEVY,0060,WHISPERING WINDS CHARTER SCHOO,68,,,,60
38,LEVY,0062,NATURE COAST MIDDLE SCHOOL,88,,,,35
38,LEVY,0091,WILLISTON HIGH SCHOOL,546,,,,180
38,LEVY,0092,JOYCE M. BULLOCK ELEM. SCHOOL,589,,,,313
38,LEVY,0101,WILLISTON MIDDLE SCHOOL,438,,,,168
38,LEVY,0111,YANKEETOWN SCHOOL,214,,,,110
38,LEVY,0231,WILLISTON ELEMENTARY SCHOOL,434,,,,204
38,LEVY,0241,CHIEFLAND ELEMENTARY SCHOOL,818,,,,354
38,LEVY,1011,BRONSON ELEMENTARY SCHOOL,587,,,,313
38,LEVY,7004,LEVY VIRTUAL FRANCHISE,*,,,,*
38,LEVY,7023,LEVY VIRTUAL INSTRUCTION PROGR,*,,,,*
39,LIBERTY,9999,DISTRICT RECORD,"1,435",145,13,,*
39,LIBERTY,0021,LIBERTY COUNTY HIGH SCHOOL,335,145,13,,
39,LIBERTY,0031,W. R. TOLAR K-8 SCHOOL,572,,,,231
39,LIBERTY,0041,HOSFORD ELEM. JR. HIGH SCHOOL,364,,,,108
39,LIBERTY,0051,LIBERTY WILDERNESS CROSSROADS,37,,,,
39,LIBERTY,0052,BRISTOL YOUTH ACADEMY,44,,,,
39,LIBERTY,0053,APALACHICOLA FOREST YOUTH ACAD,31,,,,
39,LIBERTY,0071,HORIZONS SCHOOL,13,,,,*
39,LIBERTY,0081,LIBERTY EARLY LEARNING CENTER,39,,,,16
40,MADISON,9999,DISTRICT RECORD,*,*,42,,880
40,MADISON,0011,MADISON COUNTY HIGH SCHOOL,600,341,35,,
40,MADISON,0041,MADISON COUNTY CENTRAL SCHOOL,"1,166",,,,597
40,MADISON,0091,GREENVILLE ELEMENTARY SCHOOL,155,,,,84
40,MADISON,0101,LEE ELEMENTARY SCHOOL,242,,,,88
40,MADISON,0111,PINETTA ELEMENTARY SCHOOL,200,,,,88
40,MADISON,0120,NEW MILLENNIUM CHARTER SCHOOL,28,26,*,,
40,MADISON,0121,JAMES MADISON PREPARATORY CHAR,40,*,*,,
40,MADISON,0900,TWIN OAKS ACADEMY,40,40,,,
40,MADISON,0925,JOANN BRIDGE ACADEMY,22,21,,,
40,MADISON,0950,MADISON COUNTY EXCEL ALTERNATI,38,,,,23
40,MADISON,7001,MADISON VIRTUAL INSTRUCTION PR,*,,,,
41,MANATEE,9999,DISTRICT RECORD,*,"24,626","2,620",,
41,MANATEE,0031,ANNA MARIA ELEMENTARY SCHOOL,265,74,11,,
41,MANATEE,0051,BALLARD ELEMENTARY SCHOOL,467,408,17,,
41,MANATEE,0061,BAYSHORE ELEMENTARY SCHOOL,736,562,42,,
41,MANATEE,0072,BAYSHORE HIGH SCHOOL,"1,409",934,96,,
41,MANATEE,0091,DUETTE ELEMENTARY SCHOOL,16,*,,,
41,MANATEE,0151,MANATEE ELEMENTARY SCHOOL,461,434,12,,
41,MANATEE,0181,MANATEE HIGH SCHOOL,"2,463","1,116",167,,
41,MANATEE,0212,CENTRAL HIGH SCHOOL,83,34,,,
41,MANATEE,0221,JESSIE P. MILLER ELEM. SCHOOL,784,457,62,,
41,MANATEE,0231,MYAKKA CITY ELEMENTARY SCHOOL,250,143,19,,
41,MANATEE,0261,ONECO ELEMENTARY SCHOOL,529,452,30,,
41,MANATEE,0271,ORANGE RIDGE-BULLOCK ELEM.,687,627,19,,
41,MANATEE,0281,PALM VIEW ELEMENTARY SCHOOL,436,349,28,,
41,MANATEE,0291,PALMA SOLA ELEMENTARY SCHOOL,591,317,33,,
41,MANATEE,0301,PALMETTO ELEMENTARY SCHOOL,667,570,35,,
41,MANATEE,0351,PALMETTO HIGH SCHOOL,"1,899",983,140,,
41,MANATEE,0381,ROBERT H. PRINE ELEM. SCHOOL,851,647,57,,
41,MANATEE,0411,BLANCHE H. DAUGHTREY ELEMENTAR,767,687,*,,
41,MANATEE,0421,SAMOSET ELEMENTARY SCHOOL,590,552,14,,
41,MANATEE,0431,SOUTHEAST HIGH SCHOOL,"1,300",844,88,,
41,MANATEE,0491,LINCOLN MIDDLE SCHOOL,560,425,31,,
41,MANATEE,0521,JAMES TILLMAN ELEMENTARY MAGNE,480,433,17,,
41,MANATEE,0541,BLACKBURN ELEMENTARY SCHOOL,466,346,33,,
41,MANATEE,0571,FRANCES WAKELAND ELEMENTARY SC,577,248,31,,
41,MANATEE,0581,W. D. SUGG MIDDLE SCHOOL,810,608,64,,
41,MANATEE,0591,SARA SCOTT HARLLEE MIDDLE SCHL,466,405,20,,
41,MANATEE,0601,H. S. MOODY ELEMENTARY SCHOOL,638,517,42,,
41,MANATEE,0611,MARTHA B. KING MIDDLE SCHOOL,"1,077",573,65,,
41,MANATEE,0621,FLORINE J ABEL ELEMENTARY SCHO,509,381,35,,
41,MANATEE,0631,IDA M. STEWART ELEMENTARY SCHL,434,155,18,,
41,MANATEE,0641,WILLIAM H. BASHAW ELEMENTARY,635,369,55,,
41,MANATEE,0651,BRADEN RIVER ELEMENTARY SCHOOL,627,202,25,,
41,MANATEE,0652,BRADEN RIVER MIDDLE SCHOOL,952,427,56,,
41,MANATEE,0671,SEA BREEZE ELEMENTARY SCHOOL,624,394,44,,
41,MANATEE,0681,TARA ELEMENTARY SCHOOL,567,290,24,,
41,MANATEE,0691,LOUISE R. JOHNSON MIDDLE SCHL,496,245,39,,
41,MANATEE,0701,GENE WITT ELEMENTARY SCHOOL,657,156,17,,
41,MANATEE,0711,CARLOS E. HAILE MIDDLE SCHOOL,"1,053",330,44,,
41,MANATEE,0721,LAKEWOOD RANCH HIGH SCHOOL,"2,107",376,89,,
41,MANATEE,0731,HORIZONS ACADEMY,588,389,17,,
41,MANATEE,0741,KINNAN ELEMENTARY SCHOOL,702,381,36,,
41,MANATEE,0751,ROWLETT MAGNET ELEMENTARY SCHO,897,335,49,,
41,MANATEE,0752,R. DAN NOLAN MIDDLE SCHOOL,"1,100",210,48,,
41,MANATEE,0761,ELECTA LEE MAGNET MIDDLE,978,679,82,,
41,MANATEE,0762,BRADEN RIVER HIGH SCHOOL,"1,910",526,133,,
41,MANATEE,0771,GILBERT W MCNEAL ELEM SCHOOL,735,183,19,,
41,MANATEE,0781,FREEDOM ELEMENTARY SCHOOL,761,360,34,,
41,MANATEE,0791,VIRGIL MILLS ELEMENTARY SCHOOL,"1,069",398,71,,
41,MANATEE,0801,ROBERT WILLIS ELEMENTARY SCHOO,721,117,19,,
41,MANATEE,0811,ANNIE LUCY WILLIAMS ELEMENTARY,882,247,62,,
41,MANATEE,0821,B.D. GULLETT ELEMENTARY SCHOOL,550,191,29,,
41,MANATEE,0831,G.D. ROGERS GARDEN ELEMENTARY,211,188,*,,
41,MANATEE,0842,BUFFALO CREEK MIDDLE SCHOOL,966,441,72,,
41,MANATEE,2003,EASTER SEALS,28,16,*,,
41,MANATEE,2004,PACE CENTER FOR GIRLS,54,39,*,,
41,MANATEE,2007,JUST FOR GIRLS,42,36,*,,
41,MANATEE,2011,ACCESS TO EDUCATION,35,13,*,,
41,MANATEE,2014,"PINNACLE ACADEMY, INC.",12,,,,
41,MANATEE,2051,JUVENILE DETENTION CENTER,29,20,,,
41,MANATEE,2054,MANATEE GLENS,30,25,,,
41,MANATEE,2056,PALMSHORES BEHAVIOR HEALTH CEN,59,*,,,
41,MANATEE,2062,FLORIDA SHERIFF'S YOUTH RANCH,18,18,,,
41,MANATEE,2063,PALMETTO YOUTH ACADEMY,43,,,,
41,MANATEE,2066,MANATEE COMMUNITY ACTION AGENC,17,*,,,
41,MANATEE,2068,THE PORT ACADEMY,*,*,,,
41,MANATEE,2073,Y TECHNICALOGICAL HIGH SCHOOL,216,162,*,,
41,MANATEE,2101,MANATEE SCHL OF ARTS/SCIENCES,134,71,*,,
41,MANATEE,2102,TEAM SUCCESS A SCHOOL OF EXCEL,344,322,*,,
41,MANATEE,2104,MANATEE SCHOOL FOR THE ARTS,"1,627",802,151,,
41,MANATEE,2121,MANATEE CHARTER SCHOOL,692,493,44,,
41,MANATEE,2122,OASIS MIDDLE SCHOOL,106,95,*,,
41,MANATEE,2123,IMAGINE CHARTER SCHOOL AT NORT,599,247,39,,
41,MANATEE,2124,IMAGINE CHARTER AT LAKEWOOD RA,471,153,23,,
41,MANATEE,2131,PALMETTO CHARTER SCHOOL,363,101,21,,
41,MANATEE,2141,STATE COLLEGE OF FLORIDA COLLE,450,105,16,,
41,MANATEE,2151,JUST FOR GIRLS ACADEMY,96,85,,,
41,MANATEE,2161,VISIBLE MEN ACADEMY,64,55,*,,
41,MANATEE,7001,MANATEE VIRTUAL INSTRUCTION PR,63,13,,,
41,MANATEE,7004,MANATEE VIRTUAL FRANCHISE,46,16,,,
42,MARION,9999,DISTRICT RECORD,"42,107","11,735","1,586",,*
42,MARION,0051,HOWARD MIDDLE SCHOOL,"1,236",587,80,,
42,MARION,0071,ANTHONY ELEMENTARY SCHOOL,340,,,,175
42,MARION,0091,BELLEVIEW ELEMENTARY SCHOOL,713,,,,440
42,MARION,0101,BELLEVIEW-SANTOS ELEM. SCHOOL,540,,,,253
42,MARION,0162,REDDICK-COLLIER ELEM. SCHOOL,365,,,,203
42,MARION,0172,DUNNELLON MIDDLE SCHOOL,628,395,64,,
42,MARION,0181,EAST MARION ELEMENTARY SCHOOL,706,,,,410
42,MARION,0191,EIGHTH STREET ELEMENTARY SCHL,340,,,,94
42,MARION,0211,FESSENDEN ELEMENTARY SCHOOL,493,,,,260
42,MARION,0221,FT. KING MIDDLE SCHOOL,"1,105",671,96,,
42,MARION,0251,WARD-HIGHLANDS ELEMENTARY SCHL,757,,,,318
42,MARION,0281,LAKE WEIR MIDDLE SCHOOL,"1,312",910,83,,
42,MARION,0291,MADISON ST ACAD OF VISUAL PERF,427,,,,63
42,MARION,0311,DR N H JONES ELEMENTARY SCHOOL,656,,,,69
42,MARION,0331,NORTH MARION HIGH SCHOOL,"1,276",726,87,,
42,MARION,0341,OAKCREST ELEMENTARY SCHOOL,710,,,,465
42,MARION,0351,FOREST HIGH SCHOOL,"2,065",715,131,,
42,MARION,0361,OSCEOLA MIDDLE SCHOOL,937,359,45,,
42,MARION,0381,SPARR ELEMENTARY SCHOOL,361,,,,185
42,MARION,0391,SOUTH OCALA ELEMENTARY SCHOOL,687,,,,308
42,MARION,0401,STANTON-WEIRSDALE ELEMENTARY,491,,,,178
42,MARION,0431,WYOMINA PARK ELEMENTARY SCHOOL,654,,,,449
42,MARION,0461,VANGUARD HIGH SCHOOL,"1,761",761,116,,
42,MARION,0471,HILLCREST,183,100,15,,
42,MARION,0491,NORTH MARION MIDDLE SCHOOL,821,604,49,,
42,MARION,0501,LAKE WEIR HIGH SCHOOL,"1,700","1,068",101,,
42,MARION,0521,DUNNELLON HIGH SCHOOL,"1,050",599,94,,
42,MARION,0531,FT. MCCOY SCHOOL,"1,017",*,,,567
42,MARION,0541,OCALA SPRINGS ELEMENTARY SCHOO,590,,,,285
42,MARION,0551,SHADY HILL ELEMENTARY SCHOOL,612,,,,246
42,MARION,0561,EMERALD SHORES ELEMENTARY SCHL,661,,,,418
